Pager usage is off.
Output format is csv.
sku,prod,stk,ss,val,pos,clk,cost30,vende_rete,prot_stock,categoria
989824002,SCHOLL GELACTIV SCA CAS L 2025,0,452,9.72,9,2,0.56,f,f,GROSSISTA_netto
900299153,CLINNIX OIL DETERGENTE 500ML,0,105,22.23,6,2,0.56,f,f,GROSSISTA_netto
901890689,IRIDIL MASCHERA RIPOSO OCCHI,0,120,6.00,8,2,0.56,f,f,GROSSISTA_netto
979334632,AVEENO PN DETERGENTE INTIMO,3,452,5.68,10,2,0.56,t,f,HELD_rete_pos
923360364,NEVERTIN 15CPS,0,80,12.80,1,2,0.56,t,f,HELD_rete_pos
943368148,NEVRALCAR DUO 60CPR DEGLUT,0,97,30.81,4,2,0.56,t,f,HELD_rete_pos
934315185,SAVEL LATTE VISO 200ML,0,509,12.95,7,2,0.56,t,f,HELD_rete_pos
924214669,NIVEA BODY NUTRIENTE 250ML,0,40,4.50,4,2,0.56,f,f,GROSSISTA_netto
977825241,EKEEP H2 HALLUX VALGUS NOTT 1M,4,5,16.45,1,2,0.56,f,f,HELD_basket
951064524,CERAVE SKIN RENEWING SIERO VIT,4,80,19.30,5,2,0.56,t,f,HELD_rete_pos
901235945,AVALON DETERGENTE 250ML,0,75,5.89,5,2,0.56,t,f,HELD_rete_pos
984966022,NOVA ENTERO 2 MILIARDI 10FL,16,89,2.40,1,2,0.56,f,t,MAGAZZINO_netto
935223533,PINEAL TENS 28CPR,0,2414,17.90,8,2,0.56,t,f,HELD_basket
944446816,NOVA ENTERO 4 MILIARDI 20FL,0,89,11.71,12,2,0.56,f,f,HELD_basket
937030892,NOVA PROST 30CPS SOFTGEL,0,335,9.64,7,2,0.56,t,f,HELD_basket
989820079,DENTALPRO DENTIFRICIO REMINER,11,0,4.38,4,2,0.56,f,t,MAGAZZINO_netto
908961244,SAUBER COL 140 MICR MEDIO 4,3,12,21.52,1,2,0.56,f,f,MAGAZZINO_netto
947073019,AVEC 30CPR MASTICABILI,0,185,31.63,6,2,0.56,f,f,GROSSISTA_netto
982949479,SAUBER FRESH DEO ROLL-ON 50ML,5,0,4.45,1,2,0.56,f,t,MAGAZZINO_netto
041536020,NUROFENBABY*10SUPP 60MG,0,178,8.87,5,2,0.56,t,f,HELD_rete_pos
900217389,INV OREC IN014 PALLINA 3MM,9,0,9.68,1,2,0.56,f,t,MAGAZZINO_netto
985999578,EUMILL ALLERGY GTT OCUL 10FL,8,219,6.49,6,2,0.56,f,f,HELD_basket
978495998,SAMEFAST ADVANCE 20CPR OROSOL,7,172,18.00,5,2,0.56,t,f,HELD_rete_pos
987025677,PIC EASY WASH PERA CAN 347ML,0,73,7.21,5,2,0.56,t,f,HELD_rete_pos
950026308,KLORANE CHININA SH400ML+100ML,12,0,13.26,1,2,0.56,f,t,HELD_basket
921115820,DERCOS SH DOLCEZZA MIN 400ML,4,226,12.01,8,2,0.56,f,f,MAGAZZINO_netto
980436416,AMELAN CREMA 30ML,0,61,23.84,3,2,0.56,f,f,GROSSISTA_netto
921671412,AUDISPRAY ADULT IGIENE SPR50ML,5,547,7.80,6,2,0.56,f,f,HELD_basket
987449802,RIPAGEL VET GOCCE OCULARI 10ML,0,236,17.68,1,2,0.56,t,f,HELD_rete_pos
981446558,BAKEL OXY-REGEN CHARM SIZE CR,2,0,40.00,,2,0.56,f,f,HELD_basket
986432870,COLPHARMA THERMO GREEN TERMO,21,0,4.79,2,2,0.56,f,t,MAGAZZINO_netto
906496928,PROXEED NF 20BUST,0,100,37.87,2,2,0.56,f,f,GROSSISTA_netto
934830783,ARTROGELARD 30CPR 1200MG,0,118,16.30,4,2,0.56,f,f,GROSSISTA_netto
952052114,NOVA ENTERO 4MILIARDI 10FL,36,44,5.45,2,2,0.56,f,t,MAGAZZINO_netto
907117055,DERIGYN TEA TREE OIL 300ML,0,302,5.33,7,2,0.56,f,f,HELD_basket
978501245,STERILVIT POLIVIT-B SOL MELA/B,0,157,11.12,1,2,0.56,t,f,HELD_rete_pos
912468131,"NUTRITIC LABBRA 4,7ML",81,128,5.87,3,2,0.56,f,t,HELD_basket
921788422,NUTRIVA GLICEVAL 30CPR,0,102,15.39,7,2,0.56,f,f,GROSSISTA_netto
980458451,OROZYME CANINE STR ENZ MASTI S,0,34,11.08,3,2,0.56,t,f,HELD_rete_pos
027077015,NTR*GTT NASALI 15ML,0,8,7.18,5,2,0.56,f,f,GROSSISTA_netto
800217857,ARNICA 30CH GR,6,5,6.34,3,2,0.56,f,f,MAGAZZINO_netto
981362748,MELATONIC 90CPR,0,4,8.12,4,2,0.56,t,f,HELD_rete_pos
978253464,EPATO24 60CPR,0,19,22.02,7,2,0.56,f,f,GROSSISTA_netto
983372970,ESI LE DIECI ERBE GEL PSIL20BU,0,78,8.68,3,2,0.56,t,f,HELD_rete_pos
949645333,VITI INTIMO QUOTIDIANO ALOE,24,32,6.27,2,2,0.56,f,t,MAGAZZINO_netto
984701742,POSTBIOTIX COMFORT 20BUST,0,220,15.99,3,2,0.56,t,f,HELD_rete_pos
982407924,RILASSANDO 30CPR MELATONINA,0,95,16.20,4,2,0.56,f,f,GROSSISTA_netto
909040053,OLIO VASELINA FU 1000ML,0,37,13.77,4,2,0.56,f,f,HELD_basket
924924830,ARIFER PLUS 30CPS,0,63,16.90,7,2,0.56,t,f,HELD_rete_pos
951340557,FISSAN LA PASTA A/PROT 150G NF,0,926,6.85,3,2,0.56,t,f,HELD_rete_pos
913086171,LIPO FOSFATIDILCOLINA 10F 10ML,0,5,51.33,5,2,0.56,f,f,GROSSISTA_netto
951273022,SUSTENIUM PLUS 60GOMM,5,135,11.74,5,2,0.56,f,f,MAGAZZINO_netto
927101838,REGENERATE DENTIF AVANZATO75ML,0,4083,10.05,8,2,0.56,t,f,HELD_basket
983034315,REFLUZERO 20CPR,0,5209,13.12,5,2,0.56,t,f,HELD_rete_pos
989876317,HIFAS LENTINAN 30ML,0,91,25.86,9,2,0.56,f,f,GROSSISTA_netto
983746999,APROPOS TUSS SCIR ADULTI 150ML,12,231,4.98,1,2,0.56,f,t,HELD_basket
979043116,APROPOS MAGNESIO/POTASSIO24BUS,0,68,8.60,13,2,0.56,t,f,HELD_basket
989391394,EUCERIN SUN FLUIDO ULT LEGG50+,3,32,11.73,6,2,0.56,f,f,MAGAZZINO_netto
972787826,APAXIL SUDOR CONT ASC NTT 25ML,0,319,11.97,5,2,0.56,t,f,HELD_rete_pos
032800043,REACTINE*6CPR 5MG+120MG RP,21,212,4.55,10,2,0.56,t,f,HELD_basket
980501579,QUEVIR 30CPR,0,206,16.53,6,2,0.56,t,f,HELD_rete_pos
982406934,PUROFLOG SOLUZIONE OFT 20FL,0,2972,14.63,10,2,0.56,t,f,HELD_rete_pos
983374012,PHOTODERM M SPF50+ CLAIRE 40ML,0,142,17.35,9,2,0.56,t,f,HELD_rete_pos
975446980,PURES SPRAY CRYO ART 150ML,0,25,13.98,5,2,0.56,t,f,HELD_rete_pos
978433858,IPROST 320 ESA 30PRL,0,62,14.66,1,2,0.56,f,f,GROSSISTA_netto
909475321,CIDERMA UNGUENTO 30G,0,15,10.22,10,2,0.56,t,f,HELD_basket
981545294,CH MAMMY GUAINA GRAVIDANZA 6,0,25,31.42,6,2,0.56,f,f,GROSSISTA_netto
935790701,M-AID ROLLFLEX A-STOP M10X10CM,0,7,31.80,3,2,0.56,f,f,GROSSISTA_netto
986008757,INTIMOIL TT 150ML,0,133,14.31,5,2,0.56,t,f,HELD_basket
949503395,BRAINSTRESS PLUS 30CPR,0,19,36.91,3,2,0.56,f,f,GROSSISTA_netto
972681821,CARTIJOINT D 1000 20BUST 5G,4,168,18.98,5,2,0.56,f,f,HELD_basket
978436083,JALURONIUS CREAM 50ML,0,535,27.28,9,2,0.56,t,f,HELD_rete_pos
987801990,GASTROTAXIL 50ML,0,410,17.43,6,2,0.56,t,f,HELD_rete_pos
044140010,BETADINE*SOLUZ CUT 125ML 10%,0,812,5.21,2,2,0.56,t,f,HELD_rete_pos
971064783,TRIAMAG B6 36CPR,0,177,18.09,6,2,0.56,t,f,HELD_rete_pos
984498802,CER PIC CICATRIZZANTE 10X12 5P,5,12,7.16,4,2,0.56,f,t,MAGAZZINO_netto
981440922,CICAPLAST CREMA MANI 100ML,89,332,8.25,1,2,0.56,t,t,HELD_basket
976784203,KETO DIET SLIM 60CPS,0,45,12.58,1,2,0.56,t,f,HELD_rete_pos
971481256,CICAPLAST LAVANT B5 GEL DET,3,2,10.48,5,2,0.56,t,f,HELD_rete_pos
974021418,PROSTYM 30CPS,0,158,23.86,8,2,0.56,t,f,HELD_rete_pos
982445672,CEF MIX B FLOR 30CPS ACIDO-RES,5,0,8.80,,2,0.56,f,t,HELD_basket
930410903,TEPE SCOVOLINI MISTI RA/VE 6PZ,0,64,5.37,9,2,0.56,f,f,GROSSISTA_netto
048426023,IMODIUM DIARREA E METEOR*12CPR,10,107,11.59,1,2,0.56,f,t,HELD_basket
931178356,SEBAMED LIQUIDO 200ML,0,232,4.19,7,2,0.56,t,f,HELD_rete_pos
931504462,DEPI 50+ CANOVA CREMA 50ML,0,173,33.08,7,2,0.56,t,f,HELD_rete_pos
987822069,EUREKOL MACULA 30CPS ACIDORES,0,148,23.91,4,2,0.56,t,f,HELD_rete_pos
974890612,GARZA MEDS FARMACTIVE ST 10X10,0,23,10.47,1,2,0.56,f,f,GROSSISTA_netto
949645408,DR VITI DRENANTE MIRTILLO500ML,1,41,9.16,1,2,0.56,f,f,HELD_basket
911430181,MISO ORZO 300G BIO,0,4,6.61,1,2,0.56,f,f,GROSSISTA_netto
980453979,GINESTILL LAVANDA 5FL,0,47,16.92,5,2,0.56,t,f,HELD_rete_pos
980814154,KEYMINERAL 12BUST,1,0,8.80,4,2,0.56,f,f,HELD_basket
987822057,EUREKOL GLAU 60CPS ACIDORESIST,0,107,41.19,6,2,0.56,t,f,HELD_rete_pos
973662036,CITILPEA 30BUST,3,140,25.42,8,2,0.56,t,f,HELD_rete_pos
024552046,ARVENUM*60CPR RIV 500MG,3,110,26.28,9,2,0.56,t,f,HELD_basket
904421435,HELIOCARE GEL FP50+ 50ML,0,24,16.34,8,2,0.56,t,f,HELD_rete_pos
026048090,AZOLMEN*CREMA 30G 1%,4,132,9.41,2,2,0.56,t,f,HELD_rete_pos
983757461,AVEENO BABY FLUID 400ML BUNDLE,6,0,12.77,6,2,0.56,f,t,MAGAZZINO_netto
934036942,MEDISAFE FIT DISCO GLICEMIA 25,0,48,11.52,2,2,0.56,t,f,HELD_rete_pos
904643780,ILE' DOPOPUNTURA 15ML,4,155,6.35,2,2,0.56,f,f,MAGAZZINO_netto
924277306,"CURASEPT COLL 0,05 TRAVEL ADS",0,24,4.45,8,2,0.56,f,f,GROSSISTA_netto
983513716,KUKIDENT PLUS BARRI A/CI FR40G,3,649,6.90,6,2,0.56,t,f,HELD_rete_pos
975983317,DUALSAN SLIP CONTENITIVO UOMO5,4,32,51.86,6,2,0.56,t,f,HELD_rete_pos
983191370,DELTACRIN PRP PHARCOS 6X15ML,0,247,60.16,9,2,0.56,t,f,HELD_rete_pos
931027460,IALUTEC 30ML,0,302,19.78,8,2,0.56,t,f,HELD_rete_pos
932077427,POLIDENT LUNGA TENUTA 40G,59,909,5.57,6,2,0.56,f,t,HELD_basket
985001433,ACUMAFERT 20BUST,0,102,30.42,5,2,0.56,t,f,HELD_rete_pos
988342147,KUKIDENT ULTIMATE NEUTRO 57G,2,904,9.58,7,2,0.56,t,f,HELD_basket
983760784,SPACE UP SENO 100ML,7,0,12.89,3,2,0.56,f,f,MAGAZZINO_netto
986624765,DERMOVITAMINA MICO SMALTO TRAS,0,100,5.34,6,2,0.56,f,f,GROSSISTA_netto
978115804,LAEVOLAC FIBRE 100CPR,0,334,7.18,13,2,0.56,t,f,GROSSISTA_netto
932220205,RIBES PET ULTRA SHAMPOO/BALS,0,600,17.29,8,2,0.56,t,f,HELD_rete_pos
909108363,RIBES PET 30PRL,0,479,18.89,8,2,0.56,t,f,HELD_rete_pos
949924118,LONGLIFE A BASIC 60TAV RIVEST,0,66,14.05,2,2,0.56,f,f,GROSSISTA_netto
931771428,CLOGIN ELLE OVULI VAG 10OV,0,177,12.01,4,2,0.56,t,f,HELD_rete_pos
973923081,PULSOXIMETRO DA DITO OXY-2,0,2680,10.46,6,2,0.56,t,f,HELD_rete_pos
035953025,"LAXIPEG*OS POLV 20BUST 9,7G",11,150,12.19,4,2,0.56,f,f,MAGAZZINO_netto
922925918,ESI LE DIECI ERBE FLOR 60CPS,17,223,7.94,4,2,0.56,f,f,HELD_basket
903024356,LE DODICI ERBE 100TAV,0,255,13.15,6,2,0.56,t,f,HELD_rete_pos
943941652,PROBIOKOS 20CPS,0,247,17.62,6,1,0.28,t,f,HELD_rete_pos
013868031,PROCTOSEDYL*CREMA RETT 20G,1,1520,10.09,10,1,0.28,t,f,HELD_basket
970869525,PROMASE 60CPR 950MG,0,63,20.26,7,1,0.28,f,f,GROSSISTA_netto
945026615,PROMENSIL ADVANCE 30CPR,0,142,23.07,7,1,0.28,f,f,GROSSISTA_netto
909749412,ESI PROPOLAID ESTRATTO ANALC,11,69,7.79,5,1,0.28,f,t,MAGAZZINO_netto
901062620,ESI PROPOLAID CAPSULE FT 30NCP,25,29,8.05,3,1,0.28,f,t,MAGAZZINO_netto
970508964,ESI PROPOLAID SPR GOLA MIELE,22,88,7.02,2,1,0.28,f,t,MAGAZZINO_netto
932677533,PROSTAFLOG 30CPR FILMATE,0,1131,21.77,10,1,0.28,t,f,HELD_basket
912619487,PROTOCOL 10G 30FL 25ML,0,912,36.03,9,1,0.28,t,f,HELD_rete_pos
970283964,PROVISION PIERPAOLI 60CPR,0,2193,21.16,10,1,0.28,f,f,HELD_basket
974373488,PRUMERIS CREMA IDRAT EMOL400ML,0,212,28.01,3,1,0.28,t,f,HELD_rete_pos
909748675,PSYLLOGEL FIBRA FRAGOLA 20BUST,9,929,8.56,7,1,0.28,t,f,HELD_basket
924994736,PULSOXIMETRO OXY-3,0,78,16.32,2,1,0.28,f,f,GROSSISTA_netto
949918217,REBIOGER GEL VAGINALE 6APPL,0,324,20.63,7,1,0.28,t,f,HELD_rete_pos
974772980,RECUPERA ENERGY 20BUST,0,152,18.30,8,1,0.28,t,f,HELD_rete_pos
921890366,ARNICA GEL 90% 100ML,0,29,12.53,2,1,0.28,f,f,GROSSISTA_netto
984649222,RETIBEN PLUS 20STICK,0,202,20.27,6,1,0.28,t,f,HELD_rete_pos
975965676,RETIBEN 20STICK 10ML,0,121,18.67,4,1,0.28,t,f,HELD_rete_pos
943791160,RELAXIGEN PET MINI 20CPR,0,268,15.80,5,1,0.28,t,f,HELD_rete_pos
930617600,RELAXMAP 60CPR,0,282,20.49,6,1,0.28,t,f,HELD_rete_pos
971647110,RENALIT-COMBI 12OVAL+SCIR120ML,0,243,19.12,9,1,0.28,t,f,HELD_rete_pos
989240775,REPELLENTE EX STRONG50% SOFARM,0,5000,5.36,7,1,0.28,f,f,GROSSISTA_netto
927383822,RESPECTISSIME MATITA SOPRA BIO,3,4,11.34,1,1,0.28,f,f,MAGAZZINO_netto
982526699,RESTAX SHAMPOO AF DONNA 200ML,0,43,21.89,7,1,0.28,f,f,GROSSISTA_netto
905954982,RESTIVOIL SEBO NORM 250ML,0,468,11.02,14,1,0.28,t,f,HELD_basket
903622090,REUFLOR GOCCE 5ML,15,3201,12.01,6,1,0.28,t,f,HELD_basket
934374556,REUMIL FLOGO 20BUST,0,220,12.73,1,1,0.28,t,f,HELD_rete_pos
970337453,REV RESOLVE CAPSULE,0,82,20.52,7,1,0.28,t,f,HELD_rete_pos
923399291,REV US30 GEL 100ML,0,119,14.63,3,1,0.28,t,f,HELD_rete_pos
972760110,REVEE SCAR GEL 20G,0,307,32.40,10,1,0.28,t,f,HELD_rete_pos
988666309,REVEE SCAR GEL 10G,0,149,19.11,8,1,0.28,t,f,HELD_rete_pos
949737199,RIBES PET SYMBIO PASTA 60G,0,260,19.28,8,1,0.28,t,f,HELD_rete_pos
941617476,RIDUVEN G 20CPS,0,229,19.57,6,1,0.28,t,f,HELD_rete_pos
972001046,RIGEDERM CREMA 100ML,0,41,24.37,7,1,0.28,f,f,GROSSISTA_netto
982541450,RILASTIL ELASTICIZZANTE 10F,0,46,29.49,9,1,0.28,f,f,HELD_basket
938881531,RILASTIL HYDRAFUSION GEL CR400,0,97,27.54,8,1,0.28,t,f,HELD_rete_pos
947073932,RILASTIL SUN SYS WT MAT SPF50+,0,78,13.93,10,1,0.28,f,f,HELD_basket
982453007,RILASTIL XEROLACT GEL DET750ML,4,0,14.98,4,1,0.28,f,f,HELD_basket
021993050,RINOFLUIMUCIL*SPRAY NAS 10ML,30,365,4.34,5,1,0.28,t,t,HELD_rete_pos
950041741,RINOFLUX WASH SIRINGHE LAV NAS,0,620,5.68,15,1,0.28,f,f,GROSSISTA_netto
944953912,RINOPANTEINA SPRAY NASALE VIT,0,144,10.15,5,1,0.28,t,f,HELD_rete_pos
909971398,RINOPANTEINA UNGUENTO 10G,0,527,9.55,4,1,0.28,t,f,HELD_rete_pos
981498951,ROC SOLARE VISO 50 A/MACCHIE,0,153,11.74,7,1,0.28,t,f,HELD_rete_pos
971966510,RODIOLA ROSEA 50CPS VEG,0,134,15.52,8,1,0.28,f,f,GROSSISTA_netto
920000864,ROGENOL DAILY SHAMPOO 200ML,0,106,16.80,5,1,0.28,t,f,HELD_rete_pos
909113122,M-AID ROLLFLEX CER 2X10 1PZ,0,161,6.88,7,1,0.28,f,f,GROSSISTA_netto
909462400,RECKEWEG R27 GOCCE 22ML,0,12,13.04,6,1,0.28,f,f,GROSSISTA_netto
974947158,GEL'CLEAR ADDENSANTE NEU 240G,0,30,27.13,3,1,0.28,f,f,GROSSISTA_netto
900125269,SANTES OVULI VAGINALI 14PZ,0,1366,17.75,10,1,0.28,t,f,HELD_basket
904589761,SAUGELLA LAVANDA ATTIVA 140X4,0,556,9.78,9,1,0.28,t,f,HELD_basket
902965464,SAUGELLA LAVANDA VAG 140ML,0,78,4.58,10,1,0.28,f,f,GROSSISTA_netto
987880224,SCHAR FETTE BISCOTTATE INTEGR,0,208,5.76,7,1,0.28,f,f,GROSSISTA_netto
976784114,"SCHAR FETTE BISCOTTATE 3X86,7G",0,151,5.52,7,1,0.28,f,f,GROSSISTA_netto
981353651,SELIOD 30CPR ORODISPERSIBILI,0,202,14.49,4,1,0.28,f,f,GROSSISTA_netto
926581467,SEMEL 30CPR,0,162,18.79,7,1,0.28,f,f,GROSSISTA_netto
988768192,SENSIDONNA GEL INTIMO 75ML,0,24,25.52,4,1,0.28,f,f,GROSSISTA_netto
974058202,SENSIQUELL XERO CANOVA 400ML,0,44,25.61,3,1,0.28,f,f,GROSSISTA_netto
976398305,SERENA LIPOGEL 30ML,0,120,12.81,4,1,0.28,t,f,HELD_rete_pos
922961089,BIONIKE SHINE ON CAP BIO DO7.3,0,140,11.53,14,1,0.28,t,f,GROSSISTA_netto
986075226,SILDI' SOFT GEL 30SOFT GELS,0,653,24.46,8,1,0.28,t,f,HELD_basket
971263379,SINALGAN 20BUST,0,325,19.09,7,1,0.28,f,f,GROSSISTA_netto
987297241,SINCRO Q10 30CPS,0,307,17.83,6,1,0.28,t,f,HELD_rete_pos
901352056,SINEAMIN FUSILLI 500G,5,140,5.46,2,1,0.28,f,f,MAGAZZINO_netto
984845038,SOFFISOF LADY CLASSIC SUPER15P,0,89,4.35,6,1,0.28,f,f,GROSSISTA_netto
983283603,SOLVEDOL 20CPR,0,625,16.42,2,1,0.28,t,f,HELD_rete_pos
989874197,SOMAT SKIN EX DRENANTE BODY,4,41,23.74,4,1,0.28,f,f,MAGAZZINO_netto
988124246,SOMAT GLUTEI MASCHERA LEVIG,3,2,19.52,8,1,0.28,f,f,MAGAZZINO_netto
926231349,SOMAT SKIN EX SNEL 7NTT C250ML,0,761,25.12,9,1,0.28,f,f,GROSSISTA_netto
905373876,SOS PELLE L'OFFICINALE 75ML,5,154,7.77,1,1,0.28,f,t,MAGAZZINO_netto
900531815,STRISCE BIADES UROGUAINE 30PZ,0,5,11.87,3,1,0.28,t,f,HELD_rete_pos
984499994,STEROL STOP ADVANCE 30CPR,0,120,11.90,8,1,0.28,t,f,HELD_rete_pos
904361211,BIOTTA SUCCO MIRTILLO RO 500ML,0,32,6.64,4,1,0.28,f,f,GROSSISTA_netto
976767881,SWISSE SALUTE OSSEA 60CPR,0,212,11.82,15,1,0.28,t,f,GROSSISTA_netto
945119865,TANNISOL CREMA SPF50+ SUN INTO,0,254,29.10,6,1,0.28,t,f,HELD_rete_pos
970495521,TARASSACO ESTRATTO INTEGR200ML,0,51,15.58,6,1,0.28,f,f,GROSSISTA_netto
984829729,TAU MARIN DENTIF MENTA DEL75ML,3,0,4.14,3,1,0.28,f,f,HELD_basket
950837447,TEN 10 20BUST,0,87,25.59,4,1,0.28,t,f,HELD_rete_pos
926235502,TENA SHAMPOO CAP CUFFIA UMIDIF,5,166,5.29,9,1,0.28,f,f,MAGAZZINO_netto
987879929,TEOS 20CPS,0,495,15.11,4,1,0.28,t,f,HELD_rete_pos
930196706,TERPROLINE PROFESSIONAL 250ML,0,42,62.47,4,1,0.28,t,f,HELD_rete_pos
981076108,THERMACARE VERSATILE FASCIA3PZ,15,422,8.16,6,1,0.28,t,f,HELD_rete_pos
976404778,TIAN ZHI CEROTTO 4PZ,0,67,4.10,6,1,0.28,f,f,GROSSISTA_netto
971528171,TRIUM GOCCE OCULARI 10ML,0,324,16.61,8,1,0.28,t,f,HELD_rete_pos
924870544,"TRANSPORE CER 2,5X500CM DISP",0,115,4.72,10,1,0.28,f,f,GROSSISTA_netto
939146650,TRIADE H 20BUST,0,3331,16.00,9,1,0.28,t,f,HELD_rete_pos
932246857,TRIADE 800MG 30CPR EFFERV,0,2895,15.55,12,1,0.28,t,f,GROSSISTA_netto
979276577,TRIDERM AK TRATT PREV SPF50+,0,150,23.81,7,1,0.28,f,f,GROSSISTA_netto
978594568,TRIDERM BABY BAGNO CREMA 500ML,0,112,11.17,7,1,0.28,t,f,HELD_rete_pos
912650342,TRIDERM LENIL+ 50ML,0,250,21.98,6,1,0.28,f,f,GROSSISTA_netto
927049041,TRIFOGLIO ROSSO 30CPS 15G,0,15,8.91,6,1,0.28,f,f,GROSSISTA_netto
987653021,TRIPTOLINO GOCCE 30ML,0,204,18.36,8,1,0.28,t,f,HELD_rete_pos
939356578,TRISAL C 20BUST,0,126,14.21,8,1,0.28,t,f,HELD_rete_pos
025055029,TROSYD GINECOL*CR VAG 78G 1%,0,142,11.08,9,1,0.28,f,f,GROSSISTA_netto
933112169,TROXYACTIV 20BUST,0,66,20.03,4,1,0.28,t,f,HELD_rete_pos
931935264,"TSP 1% SOL OFT 30FL 0,5ML",0,51,18.41,6,1,0.28,f,f,GROSSISTA_netto
922075852,TUSSIMMUN SCIROPPO 200ML,0,46,14.94,4,1,0.28,f,f,GROSSISTA_netto
974059329,UMBREX 50 CREMA 50ML,0,167,16.93,3,1,0.28,f,f,GROSSISTA_netto
933933362,UNGHIASIL SOS MICOSI 5ML,0,501,7.70,6,1,0.28,t,f,HELD_rete_pos
982471409,URIXANA PRO 30BUST,0,3924,23.43,6,1,0.28,t,f,HELD_rete_pos
977705920,VALERIANA BOIRON EI 60ML,0,46,10.62,6,1,0.28,f,f,GROSSISTA_netto
003452012,VALONTAN*AD 4CPR RIV 100MG,0,79,5.68,1,1,0.28,f,f,GROSSISTA_netto
943469938,VEA DEO-LIPOGEL DEODORANTE30ML,0,623,15.39,11,1,0.28,t,f,GROSSISTA_netto
904711645,VEA LIPOGEL IDRAT PROT 200ML,0,303,44.08,10,1,0.28,t,f,HELD_basket
041734017,VEGETALLUMINA ANTID*GEL 50G10%,0,205,4.94,8,1,0.28,f,f,HELD_basket
924167354,VENAMIR CREMA 100ML,0,136,14.48,3,1,0.28,t,f,HELD_rete_pos
925943565,VIRAFER NEO 200ML,0,21,6.39,7,1,0.28,f,f,GROSSISTA_netto
923502177,DEODORANTE ANTI TRACCE ROLL-ON,12,323,8.47,6,1,0.28,t,f,HELD_rete_pos
986328437,VIRILBOOST UP 60CPR,0,58,26.11,3,1,0.28,f,f,GROSSISTA_netto
987404682,VISCAPLUS PRP+ 6X12ML,0,267,61.62,7,1,0.28,t,f,HELD_rete_pos
980301156,VISCOVISION GEL OCULARE 10G,0,21,14.26,1,1,0.28,t,f,HELD_rete_pos
049406046,"VISIOFEN*COLL 30FL 0,25MG/ML",0,22,15.38,3,1,0.28,f,f,GROSSISTA_netto
984805174,VISTA SANA 100PAST,0,84,17.61,7,1,0.28,f,f,GROSSISTA_netto
971752112,VITA ACT CALCIO+VIT D 60CPR,0,214,5.32,10,1,0.28,t,f,HELD_rete_pos
975186560,VITA D GOCCE 50ML,0,50,11.34,10,1,0.28,t,f,HELD_rete_pos
976841650,VITADSUN 30STICK,0,231,15.69,3,1,0.28,t,f,HELD_rete_pos
950265292,VITALMIX PRONTA ENERGIA 20BUST,0,164,10.13,8,1,0.28,t,f,HELD_rete_pos
989657010,VITAMINDERMINA SEBO DET 240ML,7,77,8.84,5,1,0.28,f,f,MAGAZZINO_netto
982543542,VITAMINE D3+K2 60CPR,0,173,8.58,14,1,0.28,t,f,GROSSISTA_netto
942732557,VITI GEL ARNICA COMPOSTA 100ML,0,131,6.69,9,1,0.28,t,f,HELD_rete_pos
979070214,WET GEL 20G,6,464,6.47,7,1,0.28,t,f,HELD_rete_pos
902085594,WILD YAM 300 50CPS,0,75,10.10,4,1,0.28,f,f,GROSSISTA_netto
987858343,XANANORM 40CPS,0,26,22.46,5,1,0.28,f,f,GROSSISTA_netto
983698034,XANTERDES SOLUZIONE OFT 20PZ,0,562,18.41,11,1,0.28,t,f,GROSSISTA_netto
975971742,XAZEPIN 20CPS,0,263,22.56,9,1,0.28,t,f,HELD_basket
947267668,XD3 PLUS 30CPS SOFTGEL,0,614,14.95,7,1,0.28,f,f,GROSSISTA_netto
931578734,XIPHASE 20CPS,0,152,19.61,5,1,0.28,t,f,HELD_rete_pos
938293418,YALIDERMA 30CPR,0,134,23.95,7,1,0.28,t,f,HELD_rete_pos
985918768,ZANZARELLA BRACC UNDER THE SEA,0,61,6.58,9,1,0.28,f,f,GROSSISTA_netto
988058424,ZARBEE'S TOSSE GOLA SCIROPPO,50,105,5.44,3,1,0.28,f,t,MAGAZZINO_netto
975979117,ZERO MACCHIE CREMA MANI SPF30,0,14,9.12,5,1,0.28,t,f,HELD_rete_pos
947318578,ZINCOGEN PET IMMUNO 30STICK,0,255,19.93,10,1,0.28,t,f,HELD_rete_pos
981047107,ZYMEREX IBS COLON IRRIT 14BUST,0,218,13.71,5,1,0.28,t,f,HELD_rete_pos
800601015,2LC1 30CPS,0,4,90.81,6,1,0.28,f,f,GROSSISTA_netto
933462184,VIRIPROST 30PRL,0,51,15.77,1,1,0.28,t,f,HELD_rete_pos
932720927,AUXILIE IMMUPLUS DEGLUT 30CPR,0,159,13.87,3,1,0.28,t,f,HELD_rete_pos
922903289,"CLIADENT COLLUT 0,20% 200ML",3,1174,6.18,4,1,0.28,t,f,HELD_rete_pos
925042006,FMC BILIO GOCCE ORALI 50ML,0,44,12.86,3,1,0.28,t,f,HELD_rete_pos
934638139,ALKAGIN DET INT LEN ALC 400ML,0,296,7.36,5,1,0.28,t,f,HELD_rete_pos
934481336,M-AID TECH PRO MISUR PRESSIONE,8,8,30.93,5,1,0.28,f,f,MAGAZZINO_netto
924786231,FIBERPASTA FARINA 1KG,0,33,5.18,3,1,0.28,f,f,GROSSISTA_netto
034343018,BACTOCIN*6CPS VAG MOLLI 3G,0,14,15.98,2,1,0.28,t,f,HELD_rete_pos
