tenant,minsan,prodotto,n_click,costo_click,erp_stock,supplier_stock,pos
Farmacia Mandanici,949659282,VISUCONDRIO 30CPR,1,0.33,0,136,5
Farmacia Mandanici,949697318,BUONERBE FORTE 90CPR,1,0.33,0,379,3
Farmacia Mandanici,949704961,PRONTEX EASY BREATH CER BALS,1,0.33,8,13,1
Farmacia Mandanici,949713301,PENTA C2 CREMA 50ML,1,0.33,0,79,5
Farmacia Mandanici,949725713,NICOTINAMIDE AKNX SPF50+ 200ML,1,0.33,0,39,7
Farmacia Mandanici,949830222,MYCLI CROMACLAR CREMA 50ML,1,0.33,0,2,4
Farmacia Mandanici,949865859,EUTROPHIC 20STICK OROSOLUBILI,1,0.33,0,144,6
Farmacia Mandanici,949869349,MACULVIST 20CPR RIVESTITE,1,0.33,0,147,3
Farmacia Mandanici,949878324,CER'8 BRACCIALETTO DIFFUSORE,1,0.33,8,12,3
Farmacia Mandanici,949879290,PROFLUID PET SCIROPPO 85ML,1,0.33,0,151,1
Farmacia Mandanici,949887032,UTILEN 14BUST,1,0.33,2,178,5
Farmacia Mandanici,949892261,OMOMIND 20CPR,1,0.33,0,108,5
Farmacia Mandanici,949893541,TENOSAN 30BUST,1,0.33,0,161,4
Farmacia Mandanici,949976245,SAUGELLA MEDIT DERMOLIQ+POCH,1,0.33,10,114,5
Farmacia Mandanici,949979013,REFLUBASE 20BUST,1,0.33,0,35,4
Farmacia Mandanici,949992034,OLMO BALSAMO DOPOBARBA ANALCO,1,0.33,0,5,3
Farmacia Mandanici,949993479,RALAVIS 30CPR,1,0.33,0,100,6
Farmacia Mandanici,950000000,FITOSTEROLI PLUS 180PAST,1,0.33,0,30,2
Farmacia Mandanici,950011801,PROBIOGEA INTESTINO SALUGEA,1,0.33,0,29,6
Farmacia Mandanici,950013159,MEDICARE TECH MISURAT PARLANTE,1,0.33,0,7,2
Farmacia Mandanici,950017424,AUTAN DEFENSE LIQ ELETTR CA RI,1,0.33,9,5,1
Farmacia Mandanici,950021434,IALUSOL 0.3 REPAIR GOCCE OCUL,1,0.33,0,100,6
Farmacia Mandanici,950024822,FLOMEL 1000 14BUST,1,0.33,0,271,6
Farmacia Mandanici,950032565,GLIFOSAFE 14BUST,1,0.33,0,132,8
Farmacia Mandanici,950038481,DERMOVITAMINA ONICOMICOS PATCH,1,0.33,16,100,4
Farmacia Mandanici,950038505,ALLVISION 20BUST,1,0.33,0,8,2
Farmacia Mandanici,950038745,PHYTAMIN ACT CREMA UNICA 300ML,1,0.33,0,117,6
Farmacia Mandanici,950041917,EFFACLAR AZ GEL CREMA 40ML,1,0.33,2,129,14
Farmacia Mandanici,950043265,VITABELLA FIOCCHI AVENA 300G,1,0.33,0,100,1
Farmacia Mandanici,950043380,DE CECCO SPAGHETTI N12 NR 400G,1,0.33,0,0,
Farmacia Mandanici,950049116,HMB SPORT 180PAST,1,0.33,0,11,1
Farmacia Mandanici,950055121,CH TAZZA TRAINING ROSA 6M+,1,0.33,0,23,5
Farmacia Mandanici,950055184,CH TAZZA PERFECT X 360 AZZ12M+,1,0.33,0,2,6
Farmacia Mandanici,950059788,TIAL D DETERGENTE 250ML,1,0.33,0,130,1
Farmacia Mandanici,950061566,GENEVITPRO 28FL,1,0.33,0,2,5
Farmacia Mandanici,950073027,SWISSE MAGNESIO POTASSIO20BUST,1,0.33,0,404,8
Farmacia Mandanici,950075857,LAEVOLAC COLON IRRITABILE30CPR,1,0.33,47,205,10
Farmacia Mandanici,950082368,CLINNER AKNE DETERGENTE 250ML,1,0.33,0,0,
Farmacia Mandanici,950082432,SKINSAN AKNE DETERGENTE 250ML,1,0.33,0,2,4
Farmacia Mandanici,950088942,FORBICE CHIR ACUTA/SMUS 15CM,1,0.33,0,9,1
Farmacia Mandanici,950150375,VERAVIS PLUS ORIGINALE GR 30G,1,0.33,0,13,1
Farmacia Mandanici,950150526,BIOSCALIN MENOPAUSA 30CPR,1,0.33,4,62,14
Farmacia Mandanici,950150641,BIOSCALIN TOTAL CARE 90CPR,1,0.33,1,186,9
Farmacia Mandanici,950210955,DUREX NUDE SENSATION 6PZ,1,0.33,6,292,5
Farmacia Mandanici,950219562,APOVARY 20CPS,1,0.33,0,134,5
Farmacia Mandanici,950223572,DOAMAG 30CPR,1,0.33,0,247,2
Farmacia Mandanici,950231365,ROC DERM CORREXION LIP VOLUMIZ,1,0.33,0,313,12
Farmacia Mandanici,950231391,PHYSIOMANCE PANCIA PIATTA60CPS,1,0.33,0,54,9
Farmacia Mandanici,950233698,COLONLIFE 10CPR+10CPS,1,0.33,0,2655,5
Farmacia Mandanici,950246963,TRIDERM IMMU SYSTEM 30CPS,1,0.33,0,106,4
Farmacia Mandanici,950267106,SERELAXIN 30CPR,1,0.33,0,0,
Farmacia Mandanici,950267397,INGLESE PAN BRUSCHETTA 2FETTE,1,0.33,0,26,2
Farmacia Mandanici,950304838,AGLUTEN GRAN COOKIE AVENA CIOC,1,0.33,0,5,1
Farmacia Mandanici,950308585,SAME 60PAST,1,0.33,0,17,2
Farmacia Mandanici,950355279,CH HM IL MIO PRIMO PIANO ORCH,1,0.33,0,5,2
Farmacia Mandanici,950405047,VITREOLISINA PLUS 30BUST,1,0.33,0,148,6
Farmacia Mandanici,950405757,VITREOIAL GOCCE OCULARI 20MONO,1,0.33,0,142,5
Farmacia Mandanici,950405769,IBIS MU 40CPS,1,0.33,0,17,4
Farmacia Mandanici,950424008,SANI DRY PANN INCONT MUT XL 10,1,0.33,0,21,4
Farmacia Mandanici,950424426,FITOART PLUS 30BUST,1,0.33,0,57,2
Farmacia Mandanici,950425850,TENDOL C 30BUST,1,0.33,0,52,8
Farmacia Mandanici,950429670,PAMPERS PROTEZIONE PURA MID22P,1,0.33,0,45,1
Farmacia Mandanici,950577268,PRESTERIL HONEYPRO CER CICATR,1,0.33,3,43,2
Farmacia Mandanici,950612034,DEFLUX FAST 30CPR MASTIC,1,0.33,0,108,9
Farmacia Mandanici,950832624,FISSAN CREMA IDRAT NEW100ML,1,0.33,11,54,2
Farmacia Mandanici,950835468,"GELDIS Clorex.0,12% Menta",1,0.33,0,62,3
Farmacia Mandanici,950835518,SARGENOR 20F 5ML NF,1,0.33,0,477,5
Farmacia Mandanici,950837447,TEN 10 20BUST,1,0.33,0,93,5
Farmacia Mandanici,950838045,DERMAFFINE AD PRO 20CPS,1,0.33,0,31,5
Farmacia Mandanici,950838247,SUPRADYN EXPERT VIT D 30CPR,1,0.33,5,100,10
Farmacia Mandanici,950841635,FLORENTERO COMPLEX 120CPR,1,0.33,0,88,5
Farmacia Mandanici,950844249,BABA' AL RHUM 2PZ 105G,1,0.33,0,9,1
Farmacia Mandanici,950911558,ELIXIR MESTRUO 30CPR,1,0.33,0,64,2
Farmacia Mandanici,950912877,NUCLEROID CREMA 100ML,1,0.33,0,158,5
Farmacia Mandanici,950913006,PLENITY KIT,1,0.33,7,57,7
Farmacia Mandanici,950921231,MYODESONORM 30BUST,1,0.33,0,100,3
Farmacia Mandanici,950956843,PEPTIVET 4 SOL OTOLOGICA 50ML,1,0.33,0,239,4
Farmacia Mandanici,950965297,ZINCO RAME OLIMENTOVIS 200ML,1,0.33,0,19,1
Farmacia Mandanici,950965311,COLLAGENE-T 180PAST,1,0.33,0,96,4
Farmacia Mandanici,950978938,TRAMEXAL DECO' 30ML BRADERM,1,0.33,0,23,4
Farmacia Mandanici,950984740,TONIMER ASPIRATORE NASALE,1,0.33,3,7,3
Farmacia Mandanici,951026665,SEBAK MATT CREMA OPACIZZ SPF30,1,0.33,0,122,1
Farmacia Mandanici,951028620,ALEMA ENERGY 100G,1,0.33,0,214,5
Farmacia Mandanici,951029317,SINCROLIPID 60CPR NF,1,0.33,0,226,5
Farmacia Mandanici,951030345,MYOFEM 30BUST,1,0.33,0,62,2
Farmacia Mandanici,951033024,CLOROFILLVIS 200ML LIQ ANALCO,1,0.33,0,45,1
Farmacia Mandanici,951043470,HYALU B5 CREMA VASO 50ML,1,0.33,0,196,10
Farmacia Mandanici,951049966,CALAGIN GEL 30ML,1,0.33,0,91,2
Farmacia Mandanici,951050653,SAUGELLA UNDER THE SKIN BUNDLE,1,0.33,36,0,1
Farmacia Mandanici,951058573,BATTINORM 30STICK,1,0.33,0,129,8
Farmacia Mandanici,951064551,CERAVE SKIN RENEWING CONT OCCH,1,0.33,3,0,4
Farmacia Mandanici,951064563,CERAVE PATCHES CONTROLLO IMPER,1,0.33,3,290,9
Farmacia Mandanici,951088691,KARIOSYTE COLLUTORIO 180ML,1,0.33,0,100,3
Farmacia Mandanici,951097839,EUCLORINA GENGIVE GEL 30ML,1,0.33,0,271,1
Farmacia Mandanici,951097841,EUCLORINA GENGIVE AFTE COLLUT,1,0.33,14,930,1
Farmacia Mandanici,951098223,MOONCUP SOFT COPP MESTR +30A,1,0.33,0,4,2
Farmacia Mandanici,951124039,INTENSIVE HYALURONIC+ CR LISS,1,0.33,0,17,2
Farmacia Mandanici,951124066,NERVAL 24CPR,1,0.33,0,83,1
Farmacia Mandanici,951128154,ERACISTAL BIOTIC 5BUST,1,0.33,0,182,1
Farmacia Mandanici,951135627,COLINOX 40CPR MASTICABILI,1,0.33,0,0,
Farmacia Mandanici,951141528,MULTICENTRUM AGE OSSA MUSC ART,1,0.33,1,147,14
Farmacia Mandanici,951144486,NUXE MEN GEL IDR MULTI-FUNZ,1,0.33,0,10,10
Farmacia Mandanici,951161621,REFLU ACT ACID CONTROL 20STICK,1,0.33,7,7,3
Farmacia Mandanici,951170430,123 VIT 30CPS,1,0.33,0,3,1
Farmacia Mandanici,951171343,LONGLIFE ASHWAGANDHA BIO 5%,1,0.33,0,195,7
Farmacia Mandanici,951171420,DEXECLEAR AQUAFLUIDO OP SPF50+,1,0.33,0,123,1
Farmacia Mandanici,951175900,SNS1 OP 30BUST,1,0.33,0,53,1
Farmacia Mandanici,951193299,LONGLIFE NADH MAX 60CPR RIVEST,1,0.33,0,97,5
Farmacia Mandanici,951195369,HYALONE INTRA-ART 60MG 4ML 1PZ,1,0.33,0,23,12
Farmacia Mandanici,951196157,ARTICOLAZIONI SANE 180PAST,1,0.33,0,48,4
Farmacia Mandanici,951199292,NUTRIMONIUM HMO 28BUST,1,0.33,0,62,9
Farmacia Mandanici,951200664,ELYSIUM NEUROMENTIS Q10 30CPS,1,0.33,0,58,3
Farmacia Mandanici,951210689,SAUBER DEOCARE SPRAY 150ML,1,0.33,0,82,2
Farmacia Mandanici,951232406,HERICIUM GHEOS 90CPS,1,0.33,0,10,1
Farmacia Mandanici,951240199,IMBABY LECCA LECCA CAMOM 20PZ,1,0.33,0,10,1
Farmacia Mandanici,951272780,HALLUX PRO TUT ALLUCE VG DX M,1,0.33,0,3,2
Farmacia Mandanici,951272828,HALLUX PRO TUT ALLUCE VG SX M,1,0.33,0,2,1
Farmacia Mandanici,951273806,COLECRIL CALANUS ARTICO 60SOFT,1,0.33,0,149,7
Farmacia Mandanici,951273907,CONDROMAX FORTE 10BUST,1,0.33,0,73,5
Farmacia Mandanici,951300615,PHYTUM TON 30CPR,1,0.33,0,22,1
Farmacia Mandanici,951306240,PSIPROTO FERT 30BUST,1,0.33,0,150,1
Farmacia Mandanici,951309640,HUMANA BISCOTTO BABY BIO 320G,1,0.33,0,29,3
Farmacia Mandanici,951309677,LINFOCINETIC CREMA 100ML,1,0.33,0,90,6
Farmacia Mandanici,951313030,MINERALVIS 150PAST,1,0.33,0,15,1
Farmacia Mandanici,951318221,"TWINS SILVER TRIPLE RO BL+3,50",1,0.33,0,37,1
Farmacia Mandanici,951332319,ALIAMED 20BUST,1,0.33,0,267,6
Farmacia Mandanici,951332473,BETAMIX 80CPR MASTIC,1,0.33,0,173,7
Farmacia Mandanici,951337866,MIOAPP 20BUST,1,0.33,0,45,4
Farmacia Mandanici,951338452,DRENALASE PET 20 CANE 20CPR,1,0.33,0,123,2
Farmacia Mandanici,951340557,FISSAN LA PASTA A/PROT 150G NF,1,0.33,0,847,3
Farmacia Mandanici,951346675,HYSEAC 3 REGUL+ SPF50+ 50ML,1,0.33,0,36,7
Farmacia Mandanici,951358290,SALIPIL BIOME 50ML,1,0.33,0,175,4
Farmacia Mandanici,951361056,BONASE VIS 20STICK,1,0.33,0,54,5
Farmacia Mandanici,951365143,ANTHELIOS UVSPORT STICK 8G,1,0.33,5,0,15
Farmacia Mandanici,951365244,BEURER LANCETTE AGO ST G28 25P,1,0.33,0,100,4
Farmacia Mandanici,951365321,BAULI FREE PANGRANDE BIANCO,1,0.33,0,100,3
Farmacia Mandanici,951368808,OTOMER OIL SPRAY 20ML,1,0.33,4,14,2
Farmacia Mandanici,951372453,GLUTATIONE LIPOSOMIALE30CPS NF,1,0.33,0,16,6
Farmacia Mandanici,951380981,LINES SPEC PANTS EX UNI XL 7PZ,1,0.33,0,117,2
Farmacia Mandanici,951456678,KETO PROTEIN PUDDING CHOCOLATE,1,0.33,0,5,2
Farmacia Mandanici,951459472,OLIO DI RICINO 50ML SOFARMAPIU,1,0.33,0,778,2
Farmacia Mandanici,951462555,RIDERMA EXOSOMI SIERO 30ML,1,0.33,0,0,
Farmacia Mandanici,951469776,ENZYVIS 100PAST,1,0.33,0,135,3
Farmacia Mandanici,951484740,NUXE VERY ROSE STRUCC BIFASICO,1,0.33,0,12,8
Farmacia Mandanici,951500812,AVENE XERACALM AD CR LIPO200ML,1,0.33,0,129,7
Farmacia Mandanici,951500824,AVENE XERACALM AD CR LIPO400ML,1,0.33,0,777,6
Farmacia Mandanici,951507437,ESENTA STOMAHESIVE SEAL 10PZ,1,0.33,0,13,4
Farmacia Mandanici,951507449,AQUAVIS DS SHAMPOO 200ML,1,0.33,0,117,1
Farmacia Mandanici,951553623,CERVICALE SANA 180PAST,1,0.33,0,23,7
Farmacia Mandanici,951586674,SKINNOVA DETERGENTE CORPO350ML,1,0.33,0,100,2
Farmacia Mandanici,951617339,DOLOMY FIBRO 60CPS,1,0.33,0,45,1
Farmacia Mandanici,951692654,BUTIDEP CAPSULE,1,0.33,0,262,7
Farmacia Mandanici,951694052,HYALO4 CARE CREAM 100G,1,0.33,0,32,6
Farmacia Mandanici,951807849,MNEME FOCUS 20STICK,1,0.33,0,31,1
Farmacia Mandanici,951863024,HORMONIZE 60CPS,1,0.33,0,12,8
Farmacia Mandanici,951865652,ASPARTICUS POLVERE SOLUBIL360G,1,0.33,0,27,3
Farmacia Mandanici,951874460,CH GIOCO MSDD CONIGLIETTO,1,0.33,0,15,3
Farmacia Mandanici,951882202,SOFARMAPIU' BENDA RETE TORA/SP,1,0.33,0,871,1
Farmacia Mandanici,951884269,KLORANE SHAMPOO CHIN CRES200ML,1,0.33,0,27,5
Farmacia Mandanici,951885553,BWB SUPER SNOOZE SLEEP VIT MEL,1,0.33,0,39,4
Farmacia Mandanici,951990009,MANUGIB 3D TUTORE POLS DX TG02,1,0.33,0,0,
Farmacia Mandanici,951990148,MALLEOGIB 3D CAVIGL LEGAM TG04,1,0.33,0,7,3
Farmacia Mandanici,951991381,KLORANE SH SEC LINO 150ML,1,0.33,0,49,6
Farmacia Mandanici,951991607,ANANAS BROMELINA 5000 30CPR,1,0.33,0,230,6
Farmacia Mandanici,952004099,TELEANGYL PROTECT SPF50+ PHARC,1,0.33,0,141,6
Farmacia Mandanici,952039509,CER'8 LOZIONE 0+ ANTIZANZARE,1,0.33,20,29,2
Farmacia Mandanici,952039764,VITASOHN JUNIOR FRUTTINE PROMO,1,0.33,3,0,1
Farmacia Mandanici,952043851,BOROTALCO TALCO VEG 70G BUSTA,1,0.33,0,221,1
Farmacia Mandanici,952049359,ARTERION K2ME 30CPS,1,0.33,0,174,9
Farmacia Mandanici,952052746,OLAPLEX N3 PLUS COMPLETE 100ML,1,0.33,0,10,5
Farmacia Mandanici,952055489,AFOMILL ALLERGY GOCCE OCUL10ML,1,0.33,1,0,1
Farmacia Mandanici,952070720,GYNEDRAL OVULI VAGINALI 10OV,1,0.33,0,57,1
Farmacia Mandanici,952089175,ATEROSTAR COLESTEROLO 30CPR,1,0.33,0,49,8
Farmacia Mandanici,952089441,KORNEAKER UNGUENTO 5G,1,0.33,0,144,1
Farmacia Mandanici,952099253,EUPHIDRA BALSAMO LABBRA NEUTRO,1,0.33,4,0,1
Farmacia Mandanici,952099291,EUPHIDRA CIPRIA MOSAICO MAND,1,0.33,3,0,1
Farmacia Mandanici,952099721,EUPHIDRA MATITA OCCHI GRIGIO,1,0.33,4,0,1
Farmacia Mandanici,952100093,EUPHIDRA ROSSETTO LUM COUTURE,1,0.33,4,0,1
Farmacia Mandanici,952100131,EUPHIDRA ROSSETTO LUM SCARLAT,1,0.33,4,0,1
Farmacia Mandanici,952100194,EUPHIDRA SCRUB ESFOLIANTE LAB,1,0.33,4,0,1
Farmacia Mandanici,952125920,GLIALIA 700MG+70MG 30BUST,1,0.33,0,3266,6
Farmacia Mandanici,952126112,PRINCIPIUM SUN BEAUTY 60CPR,1,0.33,0,31,3
Farmacia Mandanici,952131035,FITOLAX FORTE 40CPR,1,0.33,0,14,
Farmacia Mandanici,970204196,SEBAK ORAL 30CPS,1,0.33,0,123,6
Farmacia Mandanici,970225874,PEDIAMAG 10FL,1,0.33,1,456,7
Farmacia Mandanici,970257388,DERMABLEND 3D 25 30ML,1,0.33,0,173,
Farmacia Mandanici,970287684,BARRETTE MANDORLE E GOJI 4X20G,1,0.33,0,69,2
Farmacia Mandanici,970336400,SUNNERSKIN 40ML,1,0.33,0,67,1
Farmacia Mandanici,970337453,REV RESOLVE CAPSULE,1,0.33,0,70,7
Farmacia Mandanici,970375945,EPATOSTAR FORTE 20CPR RIVEST,1,0.33,0,128,4
Farmacia Mandanici,970384943,COLONLIFE 10CPR+10CPS,1,0.33,0,39,4
Farmacia Mandanici,970445274,GLORIAM MCR181 AREG BEI SC,1,0.33,0,0,
Farmacia Mandanici,970445324,GLORIAM MCR181 AREG BEI SL,1,0.33,0,1,1
Farmacia Mandanici,970445348,GLORIAM MCR181 AREG BEI LL,1,0.33,0,3,1
Farmacia Mandanici,970447850,ECOSDOL 30CPR,1,0.33,0,11,8
Farmacia Mandanici,970488817,KIJIMEA COLON IRRITABILE 14CPS,1,0.33,1,82,8
Farmacia Mandanici,970488829,KIJIMEA COLON IRRITABILE 28CPS,1,0.33,0,61,6
Farmacia Mandanici,970495610,NUXE PROD LAIT CORPS 200ML,1,0.33,0,113,9
Farmacia Mandanici,970521252,NORMAST MPS MICROGR SUB 20BUST,1,0.33,1,0,3
Farmacia Mandanici,970540377,BIONIKE SHINE ON BALSAMO 200ML,1,0.33,0,330,2
Farmacia Mandanici,970657918,SIG 503 AG-MOSX ML PA BEIG,1,0.33,0,1,1
Farmacia Mandanici,970701381,BRAVA SALVIETTE DET 15PZ,1,0.33,0,67,3
Farmacia Mandanici,970722334,ONYCOPHASE SOL UNGUEALE15+15ML,1,0.33,0,118,9
Farmacia Mandanici,970726550,GIBAUD JUNIOR TUTORE SPALLA 2,1,0.33,0,7,2
Farmacia Mandanici,970795199,RENAL N 240G,1,0.33,0,49,4
Farmacia Mandanici,970932149,SIG HLM AD MN PC BLAC,1,0.33,0,0,
Farmacia Mandanici,970939928,DRENADROPS SOL IAL 100ML,1,0.33,0,100,3
Farmacia Mandanici,971047826,HAIRGEN SPRAY ANTICADUTA 125ML,1,0.33,0,67,3
Farmacia Mandanici,971057892,FARINA RISO IMPALPAB BIO 375G,1,0.33,0,5,3
Farmacia Mandanici,971057955,LENTICCHIE VERDI BIO 400G,1,0.33,0,21,3
Farmacia Mandanici,971064783,TRIAMAG B6 36CPR,1,0.33,0,67,5
Farmacia Mandanici,971071523,EFFACLAR DUO+ UNIFIANT MED40ML,1,0.33,1,0,2
Farmacia Mandanici,971084456,HYBRID 30CPR,1,0.33,0,29,5
Farmacia Mandanici,971085081,BISCOTTI AI CEREALI BIO,1,0.33,0,11,3
Farmacia Mandanici,971092248,PROCOMBO 10CPS,1,0.33,0,615,7
Farmacia Mandanici,971101720,MAGSOL 5 PLUS 60CPR,1,0.33,0,94,5
Farmacia Mandanici,971104827,ORG PH SNAIL OXY SHAMPOO 250ML,1,0.33,0,1,1
Farmacia Mandanici,971135405,FORTIMEL ADVANCED POWDER VAN,1,0.33,2,67,6
Farmacia Mandanici,971141193,CEBION MAST ARANCIA VIT C20CPR,1,0.33,1,115,8
Farmacia Mandanici,971180183,GARZA MEDS 12/8 F 32/40 20X40,1,0.33,0,29,2
Farmacia Mandanici,971228059,MINICLIS NATURAL MD BB 6PZ,1,0.33,0,45,6
Farmacia Mandanici,971256449,FELICIA BIO FUSILLI LENTICCHIE,1,0.33,0,36,1
Farmacia Mandanici,971325271,PEDIAKD PLUS 5ML,1,0.33,0,102,2
Farmacia Mandanici,971356478,TENA SLIP MAXI PANN M 10PZ,1,0.33,7,0,1
Farmacia Mandanici,971484252,OMEGOR KRILL 60CPS MOLLI,1,0.33,0,525,10
Farmacia Mandanici,971484290,ISOLIN VITA 30CPS,1,0.33,0,54,2
Farmacia Mandanici,971484593,DILATATORE NASALE,1,0.33,0,78,3
Farmacia Mandanici,971485356,AMARANTO SOFFIATO 100G,1,0.33,0,8,6
Farmacia Mandanici,971486713,JUNGLE FORMULA MOLTO FORTE SPR,1,0.33,20,2668,
Farmacia Mandanici,971529538,"INSTYLAN 0,16% 50ML",1,0.33,0,0,
Farmacia Mandanici,971620796,BLEFACTIVE LIPOGEL OFTALMICO,1,0.33,0,66,5
Farmacia Mandanici,971621964,CONNETTIVINABIO CREMA 25G,1,0.33,36,266,6
Farmacia Mandanici,971633045,"ANSIMAR AIR 14BUSTE 4,5G",1,0.33,1,153,1
Farmacia Mandanici,971636547,CORTIX 30CPR MASTIC,1,0.33,0,31,5
Farmacia Mandanici,971641663,ALOE BETA 30CPS ALOE ARBORESCE,1,0.33,0,20,6
Farmacia Mandanici,971646928,KERAMINE H SH A/CAD TRAV 100ML,1,0.33,0,20,2
Farmacia Mandanici,971647072,IPB-3 30CPR,1,0.33,0,100,4
Farmacia Mandanici,971659418,FARMAVIS PLUS 20BUST,1,0.33,0,12,5
Farmacia Mandanici,971695515,EUCERIN UREAREP 10% CREMA PIED,1,0.33,1,370,10
Farmacia Mandanici,971715976,NORAD 30CPR 900MG,1,0.33,0,180,1
Farmacia Mandanici,971744887,ATHENAVIS ONE SIR INTRA-ART4ML,1,0.33,0,23,11
Farmacia Mandanici,971754712,MERIDOL PARODONT EXPERT DENTIF,1,0.33,1,252,
Farmacia Mandanici,971805318,VITREO360 30BUST,1,0.33,3,281,7
Farmacia Mandanici,971931391,ROSELIANE CR RICCA 50ML,1,0.33,0,308,4
Farmacia Mandanici,971953740,TENSIVA 40BUST,1,0.33,1,113,3
Farmacia Mandanici,971966460,CLIAORTHO FASCIA POSTOP 5,1,0.33,7,0,
Farmacia Mandanici,971998416,LINEAGIN MOUSSE 150ML,1,0.33,0,138,6
Farmacia Mandanici,972035416,FLOGOSPIR ACT 10CPS,1,0.33,0,57,2
Farmacia Mandanici,972256642,CALCIOK2 30STICK PACK,1,0.33,0,62,1
Farmacia Mandanici,972260590,EMORSAN RAG 2 TUBI 30+30ML,1,0.33,0,213,7
Farmacia Mandanici,972264636,BLEFASTOP GARZA COT PIE RX 28P,1,0.33,0,1157,4
Farmacia Mandanici,972472841,DUALCOL 30CPR,1,0.33,0,68,5
Farmacia Mandanici,972472854,DUALCOL FERMENTI 10CPS,1,0.33,0,46,7
Farmacia Mandanici,972508461,MERIDOL COLLUTORIO 100ML,1,0.33,29,223,1
Farmacia Mandanici,972525149,GIBAUD ORTHO LOMBOGIB LADY26 1,1,0.33,0,13,5
Farmacia Mandanici,972554505,BRUCIA FAST DONNA 90PAST,1,0.33,0,38,3
Farmacia Mandanici,972644165,REPIG GEL 30ML,1,0.33,0,43,8
Farmacia Mandanici,972681478,OMEGOR MIND 60CPS MOLLI,1,0.33,0,50,5
Farmacia Mandanici,972730600,THYRSEL OX 30CPS,1,0.33,0,155,2
Farmacia Mandanici,972730612,BOSKIN CREMA 500ML,1,0.33,0,122,6
Farmacia Mandanici,972776746,ONICOPOD GOCCE EMOLLIENTI 15ML,1,0.33,0,395,3
Farmacia Mandanici,972787826,APAXIL SUDOR CONT ASC NTT 25ML,1,0.33,0,316,2
Farmacia Mandanici,973191582,DERMABLEND FLUIDO 30 30ML,1,0.33,0,28,7
Farmacia Mandanici,973273547,THE MATCHA 100G,1,0.33,0,29,4
Farmacia Mandanici,973293071,DEFENCE BODY REDUCELL SNE200ML,1,0.33,0,1,3
Farmacia Mandanici,973293121,LEUKOMED T PLUS MEDIC 8X10CM,1,0.33,5,100,1
Farmacia Mandanici,973338837,VITIS ORTHO CERA 010717,1,0.33,0,35,10
Farmacia Mandanici,973338914,ANAFLOS FORTE 20CPR,1,0.33,0,109,1
Farmacia Mandanici,973351947,ZINCOSEB SPRAY 200ML,1,0.33,0,125,4
Farmacia Mandanici,973472691,DEROXEN PET LINE OTO 75ML,1,0.33,0,3,3
Farmacia Mandanici,973476450,CONTROL GEL MASS MADAGASCAR,1,0.33,7,47,1
Farmacia Mandanici,973500729,SOMAT SKIN EX SNEL 7NTT G400ML,1,0.33,0,149,12
Farmacia Mandanici,973515962,BARIESUN SPF50+ SPRAY ASCIUTTO,1,0.33,0,51,3
Farmacia Mandanici,973655424,TRIBULUS ESTRATTO TIT 80PAST,1,0.33,0,7,4
Farmacia Mandanici,973846595,CANNOLINI VUOTI 80G,1,0.33,0,5,3
Farmacia Mandanici,973908597,ARNICA GEL 90% 500ML,1,0.33,0,676,8
Farmacia Mandanici,973913128,LAURELLA COTONE AS ULTR GG12PZ,1,0.33,0,100,4
Farmacia Mandanici,973923081,PULSOXIMETRO DA DITO OXY-2,1,0.33,0,2332,1
Farmacia Mandanici,974015214,AMIDO RISO BAGNO 150G,1,0.33,0,72,3
Farmacia Mandanici,974016343,METARELAX NEW 84BUST,1,0.33,0,88,9
Farmacia Mandanici,974033084,GLORIAM MCR181 AREG NE ML,1,0.33,0,0,
Farmacia Mandanici,974035824,RESURFACE MD 15 PEEL CANOVA,1,0.33,0,356,3
Farmacia Mandanici,974035952,RESURFACE C 15 SERUM CANOVA,1,0.33,0,71,3
Farmacia Mandanici,974036675,MIODOL 20CPR BLISTER 10G,1,0.33,0,55,1
Farmacia Mandanici,974058051,ECLADERM CREMA CANOVA 50ML,1,0.33,0,47,3
Farmacia Mandanici,974058152,RIVESCAL DS SHAMPOO CANOVA,1,0.33,0,1138,4
Farmacia Mandanici,974058289,SENSIVEN CAPS CANOVA 30CPS,1,0.33,0,90,6
Farmacia Mandanici,974058341,SENSIQUELL CR DET CANOVA 400ML,1,0.33,0,152,3
Farmacia Mandanici,974109213,CERAVE CREMA MANI 50ML,1,0.33,6,92,1
Farmacia Mandanici,974159446,COLILEN IBS 60OPR,1,0.33,1,575,14
Farmacia Mandanici,974362485,SCHOLL PARTY FEET GEL ACTIV US,1,0.33,0,666,6
Farmacia Mandanici,974388516,BRAVA CEROTTO IDROCOL XL 20PZ,1,0.33,0,79,2
Farmacia Mandanici,974389278,AMADA 60CPR,1,0.33,0,94,1
Farmacia Mandanici,974513703,FIBRINOSIL 20CPR,1,0.33,0,112,2
Farmacia Mandanici,974880864,SARCHIO FARINA COCCO 350G,1,0.33,0,3,3
Farmacia Mandanici,974887743,NUTRIVA VEGAN B12 60CPR 1000MC,1,0.33,0,99,8
Farmacia Mandanici,974898684,BIOSCALIN ENERGY FIALE,1,0.33,0,32,1
Farmacia Mandanici,974898696,BIOSCALIN ENERGY F DOPPIA TP,1,0.33,0,17,3
Farmacia Mandanici,974899407,LINES SP CL PANN SAG MAXI 30PZ,1,0.33,0,100,2
Farmacia Mandanici,974921241,DERMOVITAMINA FILM A/VESC 8G,1,0.33,3,0,3
