sku,nome,click7,pos,stock,domanda_glob,vend_rete_30g,rete_90g,categoria_traffico
905123042,BIOGREEN OTO SPRAY SOL OTO13ML,1,12,0,0.00,2.00,si,DOMANDA_VIVA
982946725,CERAMOL SUN PROT CREAM SPF30,1,1,4,0.00,0,si,GIA_POSIZIONATO_top5
988031148,ENTEROLACTIS DUO POLV 20BUST,1,3,4,0.00,2.00,si,DOMANDA_VIVA
938597059,MIRAGYN OLIO SPRAY 100ML,1,16,0,0.00,0,si,MORTO_vero
982178028,ESI SERENESI 60NATURCAPS,1,3,0,0.00,0,si,GIA_POSIZIONATO_top5
973500301,PURES SPRAY TONICO CIRC 100ML,1,4,0,0.00,1.00,si,DOMANDA_VIVA
945008252,MAYASPRINT 10FL,1,6,0,0.00,2.00,si,DOMANDA_VIVA
934784493,NUTRATOPIC PRO-AMP CREMA CORPO,1,10,0,0.00,0,si,MORTO_vero
980860187,ENTOGOL 20BUST,1,15,0,0.00,8.00,si,DOMANDA_VIVA
979796719,CARDIO FLUID 180PAST,1,11,0,0.00,0,si,MORTO_vero
978473674,ANNURKOLEST 60CPS,1,10,0,0.00,0,si,MORTO_vero
973378159,M-AID RESOLVE CICATR CER 25X4,1,7,0,0.00,1.00,si,DOMANDA_VIVA
951268768,QUIXX DELICATE SOL IRRIG NAS,1,5,3,0.00,9.00,si,DOMANDA_VIVA
923757278,KEPRAXIN TIAB POLV SPRAY 125ML,1,6,0,0.00,4.00,si,DOMANDA_VIVA
982454795,JUST FOR MEN CONTROL GX SH COL,1,8,0,0.00,3.00,si,DOMANDA_VIVA
931645485,VERSIACTIVE SPRAY100ML BRADERM,1,6,0,0.00,6.00,si,DOMANDA_VIVA
950216414,MECLON INTIMA QUOTIDIANO DET,1,4,13,5.00,3.00,si,DOMANDA_VIVA
952099164,VITICIST URTO 10BUST+INT OMAGG,1,1,8,0.00,0,si,GIA_POSIZIONATO_top5
927042426,PURES SPRAY PURIFICANTE 75ML,1,9,0,0.00,0,si,MORTO_vero
984876666,DOLOMIA MU LIP 34 PHYTOCARE,1,3,3,0.00,0,si,GIA_POSIZIONATO_top5
924760984,SAGINIL OVULI VAGINALI 10PZ,1,3,0,0.00,6.00,si,DOMANDA_VIVA
950247991,SINERCI VITAMINA C SINER 2VASI,1,4,6,0.00,3.00,si,DOMANDA_VIVA
934488329,DHALUX 350 30CPS MOLLI,1,8,0,0.00,2.00,si,DOMANDA_VIVA
984414502,XAZEPIN ORO FAST RELEASE20BUST,1,14,0,0.00,2.00,si,DOMANDA_VIVA
988939397,VOIS PLUS 14STICK OROSOLUBILI,1,6,0,0.00,3.00,si,DOMANDA_VIVA
909790281,NORMALINE 60CPR,1,6,0,0.00,0,si,MORTO_vero
902465893,PROTEFIX CUSCINETTO INFER 30PZ,1,5,0,0.00,11.00,si,DOMANDA_VIVA
984746103,COGNIZANT 10FL 10ML,1,14,0,0.00,79.00,si,DOMANDA_VIVA
939393171,PODIDRAL FAS CR RAGADI PIED100,1,9,0,0.00,1.00,si,DOMANDA_VIVA
978476099,KIJIMEA COLON IRRITAB PRO14CPS,1,12,0,0.00,1.00,si,DOMANDA_VIVA
944779343,PROMENSIL MENOPAUSA 90CPR,1,4,0,0.00,3.00,si,DOMANDA_VIVA
937494425,CONVEEN OPTIMA GUAINA 25MM 30P,1,3,0,0.00,0,si,GIA_POSIZIONATO_top5
984360343,CLOREXYDERM SOL 200ML,1,13,0,0.00,3.00,si,DOMANDA_VIVA
982407645,DIVILAB OLIO DET SCHIUMOGENO,1,4,0,0.00,2.00,si,DOMANDA_VIVA
900438045,RESTOMYL GEL CANI GATTI 30ML,1,99,0,0.00,2.00,si,DOMANDA_VIVA
903997524,NIKE RCK ASCORB K+RIB 100BUST,1,99,0,0.00,11.00,si,DOMANDA_VIVA
943469938,VEA DEO-LIPOGEL DEODORANTE30ML,1,13,0,0.00,13.00,si,DOMANDA_VIVA
977733221,ESI NO DOL GLUCOSAMINA PURA90O,1,11,6,0.00,1.00,si,DOMANDA_VIVA
980628200,BUONA DIFESA FLACONCINI14X10ML,1,99,0,0.00,0,si,MORTO_vero
906995776,INTAKE 10FL 10ML,1,99,0,0.00,3.00,si,DOMANDA_VIVA
970257388,DERMABLEND 3D 25 30ML,1,99,0,0.00,0,si,MORTO_vero
938699182,OTOBOR SPR AURIC 50ML,1,12,0,0.00,2.00,si,DOMANDA_VIVA
972353965,ALGIOMEGA 3 120PRL,1,2,3,0.00,0,si,GIA_POSIZIONATO_top5
980459729,EUCLORINA AFTE COLLUT 120ML,1,99,35,1.00,0,si,DOMANDA_VIVA
989252325,CERAVE DETERGENTE IMPERF 473ML,1,7,5,4.00,3.00,si,DOMANDA_VIVA
023177090,NAPROSYN*OS 30BUST 250MG,1,3,0,0.00,0,si,GIA_POSIZIONATO_top5
933328243,BIOKAP B SH NUTRIENTE RIPA,1,99,0,0.00,1.00,si,DOMANDA_VIVA
985976226,SAUBER DRENANTE ANTICELL 500ML,1,1,24,0.00,0,si,GIA_POSIZIONATO_top5
981470127,AMICOBOR SOL ALCOLICA 100ML,1,6,0,0.00,2.00,si,DOMANDA_VIVA
980505933,NADIAX 3 CREMA NANOEMULS 150ML,1,10,0,0.00,5.00,si,DOMANDA_VIVA
942578461,MICOSTOP EMULSIONE 125ML,1,6,0,0.00,1.00,si,DOMANDA_VIVA
978494906,DERMOVITAMINA PROCTOC FAST,1,99,0,0.00,0,si,MORTO_vero
909210167,CATETERE ESTERNO 25MM 30PZ,1,99,0,0.00,0,si,MORTO_vero
921030742,AMINOGLUTAM 30BUST,1,12,0,0.00,18.00,si,DOMANDA_VIVA
922316740,TEGADERM ROLL CM10X2M 1PZ,1,10,0,0.00,5.00,si,DOMANDA_VIVA
981080690,ACUTIL FOSFORO ADVANCE 12STICK,1,1,14,2.00,2.00,si,DOMANDA_VIVA
980512735,CERAMOL CREMA 311 75ML,1,5,4,1.00,1.00,si,DOMANDA_VIVA
971376532,STEFORT SOL ORALE 10FL 10ML,1,5,0,0.00,18.00,si,DOMANDA_VIVA
903152229,SANAGOL TUSSIS ARANCIA 24CAR,1,12,0,0.00,4.00,si,DOMANDA_VIVA
926978204,BRAUN HYGIENE CAPS THERMOSCAN,1,9,0,0.00,1.00,si,DOMANDA_VIVA
980370326,DERMOVITAMINA CICATRICI GEL,1,99,0,0.00,0,si,MORTO_vero
935877086,DANASE KAL 20CPR,1,9,0,0.00,5.00,si,DOMANDA_VIVA
971981105,BIO STRATH ELIXIR 500ML,1,6,0,0.00,3.00,si,DOMANDA_VIVA
921394235,NATURAFLORA PLUS 60CPS VEG,1,9,0,0.00,6.00,si,DOMANDA_VIVA
986967533,XAMAMINA REFLUSSO 0-12 200ML,1,9,0,0.00,3.00,si,DOMANDA_VIVA
951064563,CERAVE PATCHES CONTROLLO IMPER,1,10,6,0.00,1.00,si,DOMANDA_VIVA
981045507,ISTANGIAL DREN 30CPR FILMATE,1,11,0,0.00,7.00,si,DOMANDA_VIVA
920368723,ONETOUCH VERIO GLICEMIA 25STR,1,13,0,0.00,16.00,si,DOMANDA_VIVA
986152217,ALOEMINERAL VISO 150ML,1,8,0,0.00,0,si,MORTO_vero
905127864,VITGASE DETERGENTE 200ML,1,12,0,0.00,5.00,si,DOMANDA_VIVA
947147827,FOTOULTRA100 SPOT PREVENT COL,1,99,0,0.00,4.00,si,DOMANDA_VIVA
987317955,APROPOS MAGNESIO/POTASSIO S/ZU,1,15,0,0.00,0,si,MORTO_vero
973662137,FERRO OLIMENTOVIS 200ML,1,7,0,0.00,2.00,si,DOMANDA_VIVA
924167354,VENAMIR CREMA 100ML,1,5,0,0.00,5.00,si,DOMANDA_VIVA
932707565,ACCU-CHEK AVIVA 25STR,1,13,0,0.00,1.00,si,DOMANDA_VIVA
900761711,REV KERATIN SHAMPOO 250ML,1,6,0,0.00,0,si,MORTO_vero
981047196,ISIDE HPV 14OV,1,12,0,0.00,1.00,si,DOMANDA_VIVA
025319043,NEOOPTALIDON*8CPR RIV,1,11,0,0.00,2.00,si,DOMANDA_VIVA
985778253,CITICOLINA PURA 125PAST,1,6,0,0.00,1.00,si,DOMANDA_VIVA
945015143,CALEMA NIGHT 30CPS MOLLI,1,4,0,0.00,3.00,si,DOMANDA_VIVA
974887743,NUTRIVA VEGAN B12 60CPR 1000MC,1,99,0,0.00,2.00,si,DOMANDA_VIVA
976329387,EMOFORM DENT FORTE CREMA ADES,1,4,10,0.00,2.00,si,DOMANDA_VIVA
975524240,XIOGLICAN GEL 50G,1,7,3,0.00,3.00,si,DOMANDA_VIVA
980770325,GIBAUD ORTHO LOMBOGIB LADY21 4,1,10,5,0.00,0,si,MAGAZZINO_domanda90g
976864443,OMNI BIOTIC 10 AAD 30BUST,1,8,0,0.00,2.00,si,DOMANDA_VIVA
025647049,TROSYD*EMULS CUT 30G 1%,1,12,0,0.00,1.00,si,DOMANDA_VIVA
976828311,HALIBORANGE VIT D3 20000 UI8ML,1,10,0,0.00,1.00,si,DOMANDA_VIVA
942845607,LIVEDREN CREMA 200ML,1,5,0,0.00,8.00,si,DOMANDA_VIVA
037291097,CAREXIDIL*3FL SOLUZ CUT 60ML2%,1,11,0,0.00,1.00,si,DOMANDA_VIVA
024428195,MUCOSOLVAN*20PASTL 15MG,1,2,12,0.00,1.00,si,DOMANDA_VIVA
946503341,MYCLI C RECHARGE CONT OCCHI,1,1,3,0.00,0,si,GIA_POSIZIONATO_top5
025982202,FALVIN*2CPS VAG MOLLI 1000MG,1,7,0,0.00,0,si,MORTO_vero
985713787,PURONERV DOL 60CPS,1,6,0,0.00,3.00,si,DOMANDA_VIVA
980248987,COLASIL 30CPS,1,12,0,0.00,4.00,si,DOMANDA_VIVA
980917177,KEYLIFE DETOX DONNA,1,1,3,0.00,0,si,GIA_POSIZIONATO_top5
977021260,AMUCHINA 10% SPRAY CUTE 200ML,1,99,0,0.00,0,si,MORTO_vero
986179517,DAONIX 60CPS,1,8,0,0.00,4.00,si,DOMANDA_VIVA
974652772,ETILE CLORURO SPRAY 175ML,1,10,0,0.00,1.00,si,DOMANDA_VIVA
932719267,OMEPURE 1000 TG 90PRL,1,4,0,0.00,2.00,si,DOMANDA_VIVA
974058051,ECLADERM CREMA CANOVA 50ML,1,4,0,0.00,1.00,si,DOMANDA_VIVA
027244072,FLOMAX*OS GRAT 20BUST 350MG,1,9,85,5.00,3.00,si,DOMANDA_VIVA
908224266,LONGLIFE LIPOTROPIC 60TAV RIV,1,4,0,0.00,1.00,si,DOMANDA_VIVA
972260590,EMORSAN RAG 2 TUBI 30+30ML,1,11,0,4.00,6.00,si,DOMANDA_VIVA
950038481,DERMOVITAMINA ONICOMICOS PATCH,1,3,10,2.00,2.00,si,DOMANDA_VIVA
932713605,ACIDO IALURONICO CONT OCCHI,1,9,0,0.00,0,si,MORTO_vero
950060689,ADIPOL 30BUST,1,8,0,0.00,4.00,si,DOMANDA_VIVA
972288171,VITASTICK PASTA 15G,1,5,0,0.00,0,si,GIA_POSIZIONATO_top5
934509795,MATT PHARMA SENNA ATTIVA 40CPR,1,2,0,0.00,3.00,si,DOMANDA_VIVA
943795726,MECLON IDRA EMULGEL 7MONOD 5ML,1,5,11,0.00,1.00,si,DOMANDA_VIVA
934638139,ALKAGIN DET INT LEN ALC 400ML,1,8,0,0.00,4.00,si,DOMANDA_VIVA
985323029,PLUSGAR 30CPR,1,11,0,0.00,10.00,si,DOMANDA_VIVA
933060790,VITIS ORTHO DENTIFRICIO 100ML,1,1,6,0.00,3.00,si,DOMANDA_VIVA
902965591,SAUGELLA LAVANDA VAG 140ML 4FL,1,99,0,0.00,0,si,MORTO_vero
935784001,DDM FERRO 30CPR,1,8,0,0.00,0,si,MORTO_vero
029278013,"KETOFTIL*COLL FL 10ML 0,5MG/ML",1,2,4,2.00,0,si,DOMANDA_VIVA
973204593,FERROLIP 20BUST OROSOLUBILI,1,99,0,0.00,3.00,si,DOMANDA_VIVA
033656416,ENANTYUM*10BS SOLUZ 25MG 10ML,1,4,21,0.00,2.00,si,DOMANDA_VIVA
951028707,CRIPTOGEL GEL UNGUEALE 10ML,1,8,0,0.00,0,si,MORTO_vero
971047826,HAIRGEN SPRAY ANTICADUTA 125ML,1,7,0,0.00,0,si,MORTO_vero
979399870,LFP MUCOFLU SPRAY 30ML,1,6,11,0.00,3.00,si,DOMANDA_VIVA
042045017,MIOTENS CONTRATTURE E DOL*SCH,1,4,41,26.00,6.00,si,DOMANDA_VIVA
987400886,ANTHELIOS POST UV EXPOSUR400ML,1,6,9,12.00,3.00,si,DOMANDA_VIVA
004758025,PURSENNID*40CPR RIV 12MG,1,7,68,62.00,51.00,si,DOMANDA_VIVA
931855757,CREMA BARRIERA STOMIA 60G,1,6,0,0.00,0,si,MORTO_vero
972594182,PIC MISUR PRES MOBILERAPID,1,99,0,0.00,0,si,MORTO_vero
931669523,BUONA ENERGIA ORO 10FL 10ML,1,13,0,0.00,1.00,si,DOMANDA_VIVA
930184650,RIBES NERO CONCEN TOTALE 50OPR,1,13,0,0.00,0,si,MORTO_vero
951340557,FISSAN LA PASTA A/PROT 150G NF,1,5,0,20.00,29.00,si,DOMANDA_VIVA
982406934,PUROFLOG SOLUZIONE OFT 20FL,1,3,0,0.00,9.00,si,DOMANDA_VIVA
934638228,RILASTIL ELASTIC OLIO 130ML,1,99,0,0.00,5.00,si,DOMANDA_VIVA
944912512,CURAFLUX RAPID SOSP 30BUST,1,17,12,8.00,6.00,si,DOMANDA_VIVA
989634516,L'ANGELICA TISANA DRENA 20FILT,1,5,0,0.00,1.00,si,DOMANDA_VIVA
977632025,FICUS CARICA BOIRON MG 60ML,1,18,0,0.00,1.00,si,DOMANDA_VIVA
976336952,OMEGOR VITALITY 1000 90CPS,1,11,0,0.00,30.00,si,DOMANDA_VIVA
949645358,VITI INTIMO LENITIVO CALENDULA,1,99,16,0.00,0,si,MAGAZZINO_domanda90g
989691124,SENSODYNE EP DOPPIA AZ DENTIF,1,4,6,0.00,0,si,GIA_POSIZIONATO_top5
951064524,CERAVE SKIN RENEWING SIERO VIT,1,5,4,0.00,1.00,si,DOMANDA_VIVA
943796110,LUXFLUIRES SPRAY NASALE 20ML,1,99,0,0.00,0,si,MORTO_vero
938602570,AGEDIN SIERO IDROTENSORE 30ML,1,8,0,0.00,0,si,MORTO_vero
900351255,STRESS STOP GTT 30ML,1,8,3,0.00,1.00,si,DOMANDA_VIVA
973178813,ERA MGK D3 20BUST,1,7,0,0.00,1.00,si,DOMANDA_VIVA
983361700,GIBAUD ORTHO MANUGIB QUER DX 2,1,11,3,0.00,0,si,MAGAZZINO_domanda90g
924880786,ERBADONNA CICLO 24CPR,1,10,0,0.00,0,si,MORTO_vero
933541916,MELASIN FORTE 1MG 30CPR,1,10,0,0.00,2.00,si,DOMANDA_VIVA
908188978,GIBAUD CAVIGL CALZINO CAMEL 3,1,3,1,1.00,1.00,si,DOMANDA_VIVA
908223997,LONGLIFE C 500 TR 60TAV RIVEST,1,99,0,0.00,0,si,MORTO_vero
950059788,TIAL D DETERGENTE 250ML,1,3,0,0.00,0,si,GIA_POSIZIONATO_top5
970970947,BARIESUN BALS DOPOSOLE 500ML,1,4,0,0.00,1.00,si,DOMANDA_VIVA
935258537,LARIMUCIL TOSSE ADULTI SCIR,1,9,0,0.00,0,si,MORTO_vero
940884671,BIOLIFTAN EYE CONTOUR CR 15ML,1,9,0,0.00,3.00,si,DOMANDA_VIVA
987801990,GASTROTAXIL 50ML,1,7,0,0.00,2.00,si,DOMANDA_VIVA
930617600,RELAXMAP 60CPR,1,10,0,0.00,30.00,si,DOMANDA_VIVA
924305129,MAC10 60CPS,1,7,0,0.00,2.00,si,DOMANDA_VIVA
909468112,AESCULUS COMP 30ML GTT HEEL,1,7,0,0.00,0,si,MORTO_vero
986486088,UROIAL PLUS 14BUST,1,16,0,16.00,16.00,si,DOMANDA_VIVA
947260535,VITFORMULA ACEROLA 30STICK,1,14,0,0.00,1.00,si,DOMANDA_VIVA
924587266,PSYLLIUM FIBRA GEL 20BUST,1,99,0,0.00,1.00,si,DOMANDA_VIVA
931645636,HELIOCARE ULTRA-D 30CPS,1,14,0,0.00,5.00,si,DOMANDA_VIVA
987405139,REUFLOR ELLE 15STICK,1,10,0,0.00,1.00,si,DOMANDA_VIVA
020708069,MYLICON*BB OS GTT 30ML,1,7,18,9.00,1.00,si,DOMANDA_VIVA
906791660,SERANS DISTENSIVO 20CPR,1,99,0,5.00,4.00,si,DOMANDA_VIVA
938058118,VIDERMINA GEL INT MONOD 6F 5ML,1,15,0,0.00,0,si,MORTO_vero
941972236,INOFOLIC HP 20BUST,1,11,0,0.00,8.00,si,DOMANDA_VIVA
924297930,IPPOCASTANO LIQ ANAL GEMMO 10+,1,6,0,0.00,4.00,si,DOMANDA_VIVA
976014668,SYNOQUIN EFA M BREED 30CPR,1,9,0,0.00,0,si,MORTO_vero
907123350,SANODET DETERGENTE DERMAT,1,8,0,0.00,0,si,MORTO_vero
950966198,URGO UNGHIE FRAGILI 2ML,1,7,0,0.00,0,si,MORTO_vero
905516720,AVEC EMULSIONE FLUIDA LEN200ML,1,12,0,0.00,1.00,si,DOMANDA_VIVA
947256804,FUSION WATER COLOR LIGHT 50ML,1,8,0,0.00,0,si,MORTO_vero
982754297,COLESTEROL ACT PLUS FORTE60CPR,1,1,43,24.00,18.00,si,DOMANDA_VIVA
935973521,THD CREAM EMORROIDI 30ML,1,7,0,0.00,5.00,si,DOMANDA_VIVA
971952609,GLOBINAX 30CPS,1,11,0,0.00,0,si,MORTO_vero
970701381,BRAVA SALVIETTE DET 15PZ,1,5,0,0.00,22.00,si,DOMANDA_VIVA
978305555,OVERLUZ 60PRL,1,5,0,0.00,5.00,si,DOMANDA_VIVA
935780585,CLARUBIN 20BUST,1,5,0,0.00,0,si,GIA_POSIZIONATO_top5
970929675,MIGLIOCRES SHAMPOO RIEQ BIPACK,1,8,11,0.00,1.00,si,DOMANDA_VIVA
987317031,OCULVET GOCCE 10ML,1,9,0,0.00,0,si,MORTO_vero
981346556,OMNI BIOTIC STRESS VIT B14BUST,1,10,0,0.00,0,no,MORTO_vero
980294514,RESOURCE AQUA+ORANGE 4X125G,1,14,0,0.00,0,no,MORTO_vero
902877036,SOLETTA MORBIDA SIL5406 L OPPO,1,4,0,0.00,0,no,GIA_POSIZIONATO_top5
978862439,AVEENO BAGNO DOCC VAN&AVE300ML,1,12,0,0.00,0,no,MORTO_vero
927099933,SENSURA MIO CL URO MA 15-33,1,6,0,0.00,0,no,MORTO_vero
934711351,SACCA URINA GAMBA 750ML SCAR,1,3,0,0.00,0,no,GIA_POSIZIONATO_top5
923211674,B-APPORT PLUS FLUIDO 200ML,1,99,0,0.00,0,no,MORTO_vero
939493488,ALIATOP CREMA 100ML,1,99,0,0.00,0,no,MORTO_vero
980340261,CH NUOVO MINI ASCIUGACAPELLI,1,99,0,0.00,0,no,MORTO_vero
984592384,MICROSTAX 30CPR,1,99,0,0.00,0,no,MORTO_vero
912534548,AIRCAST AIR-STIRRUP CAVIGL UNI,1,3,0,0.00,0,no,GIA_POSIZIONATO_top5
048813012,FEXALLEGRA*10CPR RIV 120MG,1,4,15,0.00,0,no,GIA_POSIZIONATO_top5
984622593,LFP CREMA DOPOPUNTURA 15ML,1,4,8,0.00,0,no,GIA_POSIZIONATO_top5
983679046,OLIO MANDORLE DOLCI PROF FIORI,1,7,0,0.00,0,no,MORTO_vero
902068586,GIBAUD ORTHO COLL CERV MORB B1,1,8,4,0.00,0,no,MAGAZZINO_senza_domanda
977962226,GIBAUD ORTHO MALLEOCROSS CAV 1,1,1,1,0.00,0,no,GIA_POSIZIONATO_top5
987881846,DOLOMIA OSX 24 08 SMALTO,1,1,12,0.00,0,no,GIA_POSIZIONATO_top5
978598389,MEDI 14 COLL-XL NAT 4 7005XL,1,1,3,0.00,0,no,GIA_POSIZIONATO_top5
989408442,LFP SOLUZIONE MICELLARE 200ML,1,2,7,0.00,0,no,GIA_POSIZIONATO_top5
038370019,BREXIDOL UNIDIE*4CER MED 14MG,1,10,4,0.00,0,no,MAGAZZINO_senza_domanda
922948411,KAMILA GAMB BAS EASY 140D NE 4,1,1,4,0.00,0,no,GIA_POSIZIONATO_top5
909462311,RECKEWEG R18 GOCCE 22ML,1,7,0,0.00,0,no,MORTO_vero
927300689,INTERPROX4G NANO BLISTER 6U 6L,1,1,3,0.00,0,no,GIA_POSIZIONATO_top5
947428064,IAP PHARMA 32+ EDP D 150ML,1,4,3,0.00,0,no,GIA_POSIZIONATO_top5
989322072,ELAGE OLIO DETERGENTE 100ML,1,9,0,0.00,0,no,MORTO_vero
976006458,PLUSOL CREMA SOLARE SPF50 50ML,1,99,0,0.00,0,no,MORTO_vero
972525226,GIBAUD ORTHO INTELLISLING 30 2,1,2,0,0.00,0,no,GIA_POSIZIONATO_top5
972269738,RITMOLAX FLUIDO CONCENTRA200ML,1,7,0,0.00,0,no,MORTO_vero
986480364,VASOTONIK EMULGEL 150ML,1,7,0,0.00,0,no,MORTO_vero
930864879,SCIROPPO BALSAMICO EUCALIPTO,1,9,0,0.00,0,no,MORTO_vero
909728711,MAN SUPPORT 18 GAMB 18 ANTR 2,1,8,0,0.00,0,no,MORTO_vero
933933285,LIPVIS NATURE 40CPS,1,8,0,0.00,0,no,MORTO_vero
927171088,VITAFLOREX GOCCE 5ML,1,99,0,0.00,0,no,MORTO_vero
908922370,SEDILE VASCA BAGNO,1,99,0,0.00,0,no,MORTO_vero
904744873,LFP GEL ACIDO IALUR 40% 50ML,1,5,8,0.00,0,no,GIA_POSIZIONATO_top5
050375245,ACONITUM NAPELLUS DYN*30CH GR,1,2,5,0.00,0,no,GIA_POSIZIONATO_top5
944828666,CARE FOR YOU GOCCE OCULARI15ML,1,7,0,0.00,0,no,MORTO_vero
912940879,PROSTAFORCE 60CPS VOGEL,1,5,0,0.00,0,no,GIA_POSIZIONATO_top5
989666540,DUALSAN SLIP U CONTENIT GRI 4,1,5,2,0.00,0,no,GIA_POSIZIONATO_top5
989401106,FILD MORE EMULGEL EXTRA STIMOL,1,8,0,0.00,0,no,MORTO_vero
930923634,ACTITUSS SCIROPPO 140ML,1,99,0,0.00,0,no,MORTO_vero
984785105,NICO H MASCHERA CAPELLI 200ML,1,5,0,0.00,0,no,GIA_POSIZIONATO_top5
984462150,HIPP BIO CREMA CRL FARRO 200G,1,99,0,0.00,0,no,MORTO_vero
950407534,MOONILA COLLANA ARGENTO PSYCHE,1,1,4,0.00,0,no,GIA_POSIZIONATO_top5
900146073,EVASEN DISCH RAGADI SENO 60PZ,1,9,0,0.00,0,no,MORTO_vero
046058018,EVANTE*1CPR RIV 30MG,1,9,0,0.00,0,no,MORTO_vero
984950319,LFP SOL CREMA VISO COL 50+,1,1,7,0.00,0,no,GIA_POSIZIONATO_top5
981377221,BALSAMO CAPEZZOLI 25G,1,99,0,0.00,0,no,MORTO_vero
923745970,KAMILA AUTOR UP EASY 70D PLA 3,1,1,5,0.00,0,no,GIA_POSIZIONATO_top5
908188954,GIBAUD CAVIGL CALZINO CAMEL 1,1,4,2,0.00,0,no,GIA_POSIZIONATO_top5
986860601,TENA SILHOUETTE P WHITE L 10PZ,1,99,0,0.00,0,no,MORTO_vero
902468267,SPEEDICATH D CH14 30PZ 28514,1,9,0,0.00,0,no,MORTO_vero
987289307,BAKEL SUPER ACT WATER 150ML,1,1,2,0.00,0,no,GIA_POSIZIONATO_top5
931988481,MEDS PORE MEDIC PUR 10X12CM5PZ,1,5,0,0.00,0,no,GIA_POSIZIONATO_top5
980430906,APROPOS SEDITUSS SPR AD/BB,1,1,21,0.00,0,no,GIA_POSIZIONATO_top5
971347606,GEHWOL CUSC CALCAGNO L PAIO,1,4,0,0.00,0,no,GIA_POSIZIONATO_top5
979214905,TENA MEN PREM FIT LIV4 L/XL 8P,1,4,7,0.00,0,no,GIA_POSIZIONATO_top5
943247965,ORPHEA FOGLIETTI LAVANDA DISPL,1,5,0,0.00,0,no,GIA_POSIZIONATO_top5
905042192,PROVITA INTEGRATORE 50CPS,1,9,0,0.00,0,no,MORTO_vero
981369554,COLON 20BUST,1,6,0,0.00,0,no,MORTO_vero
906244431,MEDI ANTITROMBO H914 AG L,1,3,6,0.00,0,no,GIA_POSIZIONATO_top5
987881859,DOLOMIA OSX 24 09 SMALTO,1,1,6,0.00,0,no,GIA_POSIZIONATO_top5
927117729,CH GIOCO PANNELLO TRAMONTO R,1,4,0,0.00,0,no,GIA_POSIZIONATO_top5
933081515,PHYSIC LEVEL 5 CERVICAL 30CPR,1,5,0,0.00,0,no,GIA_POSIZIONATO_top5
909061297,ORTOPAD CER REGULAR 20PZ,1,99,0,0.00,0,no,MORTO_vero
985581204,LFP SALVIETTE OCULARI 24PZ,1,2,21,0.00,0,no,GIA_POSIZIONATO_top5
923550418,BRAUN PRT1000 TERMOMETRO DIGIT,1,5,23,0.00,0,no,GIA_POSIZIONATO_top5
980833913,DOLOMIA MU OMBRETTO 05 MONO,1,1,4,0.00,0,no,GIA_POSIZIONATO_top5
985593882,FITOSTIMOLINE PLUS GARZE ADV5P,1,11,0,0.00,0,no,MORTO_vero
904092222,ORIONE OK PED G100 SEPAR ALL L,1,99,0,0.00,0,no,MORTO_vero
988830814,AMINO ROSETTE 4X50G,1,11,7,0.00,0,no,MAGAZZINO_senza_domanda
971096452,COMFEEL PLUS 20X20 5PZ,1,7,0,0.00,0,no,MORTO_vero
950088601,DOLOMIA MU OSE 25 BLUSH01 COR,1,1,3,0.00,0,no,GIA_POSIZIONATO_top5
902015888,MELLIN PAPPA COMPL POLLO2X250G,1,99,0,0.00,0,no,MORTO_vero
930048107,STERI-STRIP CER 3X75MM 10PZ,1,8,0,0.00,0,no,MORTO_vero
907315790,SANODET INTIMO DET GINECOLOG,1,9,0,0.00,0,no,MORTO_vero
900520091,FORBICI RETTA PUNTA TONDA 14CM,1,3,0,0.00,0,no,GIA_POSIZIONATO_top5
902299155,DUALSAN GAMB TERAP K1 PA BEI 3,1,6,3,0.00,0,no,MAGAZZINO_senza_domanda
936065604,NUTRIREGULAR FLORA 10FL 8ML,1,5,0,0.00,0,no,GIA_POSIZIONATO_top5
980462713,IALUGEN GOCCE OCULARI 10ML,1,7,38,0.00,0,no,MAGAZZINO_senza_domanda
949503395,BRAINSTRESS PLUS 30CPR,1,3,0,0.00,0,no,GIA_POSIZIONATO_top5
988897409,NEUTROGENA PROMO HYDRO LTT+SIE,1,2,3,0.00,0,no,GIA_POSIZIONATO_top5
990040990,VITA ACT MULTIVIT 20CPR EFFERV,1,1,12,0.00,0,no,GIA_POSIZIONATO_top5
909773234,HOMEOBRITE DENTIF CLOROFILLA,1,99,0,0.00,0,no,MORTO_vero
927493039,TENA WET WASH GLOVE 8PZ,1,99,0,0.00,0,no,MORTO_vero
951091901,EUCERIN DC FLUIDO OPACIZZ 40ML,1,9,9,0.00,0,no,MAGAZZINO_senza_domanda
041512029,LISOMUCIL GOLA*OS SPRAY 15ML,1,99,0,0.00,0,no,MORTO_vero
920177817,ANSIA INQUIETUDINE APPREN 30CA,1,99,0,0.00,0,no,MORTO_vero
930503723,ACILIP 600 INTEGRAT 20CPR,1,5,0,0.00,0,no,GIA_POSIZIONATO_top5
984787996,MELATONINA ACT +CAMOMIL 30BUST,1,1,35,0.00,0,no,GIA_POSIZIONATO_top5
939563526,MY SNACK SALATINI 70G,1,9,0,0.00,0,no,MORTO_vero
971970239,GAMMADIS GUANTI LATT S/POLV S,1,3,0,0.00,0,no,GIA_POSIZIONATO_top5
984330441,ONCE A DAY 30CPS INTOLERAN,1,99,0,0.00,0,no,MORTO_vero
922373117,VACCINIUM VITIS IDAEA BIO 50ML,1,6,0,0.00,0,no,MORTO_vero
