tenant,sku,nome,click7g,spesa7,spesa_gg,vend_ten_7g,rete7,rete30,pos,stock,marg_eur,categoria
Farmacia Procaccini,938224654,GEHWOL ANELLO CORRETTORE 3PZ,1,0.3,0.05,0,no,no,4,0,2.38,MORTO
Farmacia Procaccini,906985282,CALCIO AD3 PLUS 40CPR APPETIB,1,0.3,0.05,0,no,no,99,0,2.48,MORTO
Farmacia Procaccini,904302155,ONICOKER PHARCOS LACC RINF UNG,1,0.3,0.05,0,no,no,5,0,2.72,MORTO
Farmacia Procaccini,976014668,SYNOQUIN EFA M BREED 30CPR,1,0.3,0.05,0,no,no,1,0,4.24,MORTO
Farmacia Procaccini,940050267,I SORBETTI FICOPOP SAPONE LIQ,1,0.3,0.05,0,no,no,99,0,2.20,MORTO
Farmacia Procaccini,045951011,MUSCORIDOL*5CER MED 180MG,1,0.3,0.05,0,no,no,99,0,2.47,MORTO
Farmacia Procaccini,903569465,SERENITY PANN CLAS EX L 30PZ,1,0.3,0.05,0,no,no,4,0,3.41,MORTO
Farmacia Procaccini,986971531,GIBAUD ORTHO J GIN ZEROG 1,1,0.3,0.05,0,no,no,2,0,5.98,MORTO
Farmacia Procaccini,904180231,DAUMFIX ORTESI POLLICE DX M,1,0.3,0.05,0,no,no,1,0,6.78,MORTO
Farmacia Procaccini,971731169,CASTANEA VESCA GEMME MG 30ML,1,0.3,0.05,0,no,no,3,0,2.30,MORTO
Farmacia Procaccini,906272885,STRUVA 35 AG BIANCO3 1PZ H932,1,0.3,0.05,0,no,no,1,0,6.50,MORTO
Farmacia Procaccini,984505661,CURALIFE GRANI LUNGA VITA 35G,1,0.3,0.05,0,no,no,7,0,1.33,MORTO
Farmacia Procaccini,977695218,GLORIA162EVO AD BE MX SC,1,0.3,0.05,0,no,no,2,0,11.78,MORTO
Farmacia Procaccini,950276701,GIBAUD ORTHO CORS LOMB ACT V 1,1,0.3,0.05,0,no,no,3,0,11.54,MORTO
Farmacia Procaccini,905733440,INOCOMPLEX 60CPR,1,0.3,0.05,0,no,no,1,0,7.83,MORTO
Farmacia Procaccini,970975963,MEDI KL1 PLUS/COLL-CA CO 4 110,1,0.3,0.05,0,no,no,99,0,22.64,MORTO
Farmacia Procaccini,987389917,PLAQTIV+ ORAL CARE 64SALV DENT,1,0.3,0.05,0,no,no,4,0,1.75,MORTO
Farmacia Procaccini,947225355,EUPHIDRA ESFOLIANTE RESTORE+L,1,0.3,0.05,0,no,no,2,3,2.38,MORTO
Farmacia Procaccini,951375880,M-AID CEROTTO NAS 56X17MM 30PZ,1,0.3,0.05,0,no,no,99,0,2.86,MORTO
Farmacia Procaccini,943950269,VARISAN ETHERE1015 ATPC PO2C,1,0.3,0.05,0,no,no,1,0,8.69,MORTO
Farmacia Procaccini,951862945,BIOCLIN DEO CONTR VAPO NF PRO,1,0.3,0.05,0,no,no,99,52,1.13,MORTO
Farmacia Procaccini,101759013,OTOPET Flac.130g Gtt.,1,0.3,0.05,0,no,no,99,0,3.78,MORTO
Farmacia Procaccini,971953029,NUTRIFREE FETTE BISC 225G,1,0.3,0.05,0,no,no,99,0,0.92,MORTO
Farmacia Procaccini,984881387,AVENE GOMMAGE CORPO 200ML NF,1,0.3,0.05,0,no,no,5,5,2.69,MORTO
Farmacia Procaccini,931972754,EUPH FILLER SUPR JALURON 4000,1,0.3,0.05,0,no,no,5,1,4.62,MORTO
Farmacia Procaccini,902224726,SPALLIERA NEOPRENE S OPPO,1,0.3,0.05,0,no,no,99,0,6.02,MORTO
Farmacia Procaccini,983036904,ALIGASTRIL GEL 20STICK,1,0.3,0.05,0,no,no,99,0,2.31,MORTO
Farmacia Procaccini,971217500,BIATAIN SIL ADES SACRO 15X19CM,1,0.3,0.05,0,no,no,99,0,10.68,MORTO
Farmacia Procaccini,925514729,TS50 BIANCOSPINO COMP 1 20ML,1,0.3,0.05,0,no,no,99,0,4.23,MORTO
Farmacia Procaccini,970932012,SIG HLM AD LL PC MARI,1,0.3,0.05,0,no,no,2,0,6.95,MORTO
Farmacia Procaccini,913588327,POLFIT POLSIERA SEMPL 19 SX S,1,0.3,0.05,0,no,no,99,0,5.86,MORTO
Farmacia Procaccini,911158083,URO GUAINA LATTICE 30MM 30PZ,1,0.3,0.05,0,no,no,9,0,6.20,MORTO
Farmacia Procaccini,977667916,PEABROLIN DOL 60CPS,1,0.3,0.05,0,no,no,1,0,6.20,MORTO
Farmacia Procaccini,952099859,EUPHIDRA OMBRETTO CREMA BLU,1,0.3,0.05,0,no,no,2,3,1.96,MORTO
Farmacia Procaccini,986112845,ASTENOMIRT CVS 20CPR,1,0.3,0.05,0,no,no,6,0,3.31,MORTO
Farmacia Procaccini,980817439,SERENITY TRAV RELAX 60X90 30PZ,1,0.3,0.05,0,no,no,3,0,3.26,MORTO
Farmacia Procaccini,926421684,PURES GEL FRESC CIRC 125ML,1,0.3,0.05,0,no,no,99,0,3.19,MORTO
Farmacia Procaccini,942843842,CAPELVENERE BIOSHAMPOO RIVIT,1,0.3,0.05,0,no,no,99,0,0.00,MORTO
Farmacia Procaccini,980802033,BUTIRRATO PURO LIQ ANALCO500ML,1,0.3,0.05,0,no,no,7,0,4.18,MORTO
Farmacia Procaccini,951211743,CARDIOSTAX 60CPR,1,0.3,0.05,0,no,no,2,0,4.74,MORTO
Farmacia Procaccini,947383004,AQUILEA SONNO 30GUMM,1,0.3,0.05,0,no,no,14,0,3.28,MORTO
Farmacia Procaccini,970589545,SIG CO2 AD XLN PA NATU,1,0.3,0.05,0,no,no,99,0,20.19,MORTO
Farmacia Procaccini,901062846,LADYGLORIA 12 AREG 70 NE 2,1,0.3,0.05,0,no,no,1,0,3.37,MORTO
Farmacia Procaccini,989887738,MAXIOCEL MEDIC FIBR CHIT 10X10,1,0.3,0.05,0,no,no,1,0,20.52,MORTO
Farmacia Procaccini,927124103,HEPILOR COLLUTORIO 150ML,1,0.3,0.05,0,no,no,22,0,2.72,MORTO
Farmacia Procaccini,938060187,NIGHT&DAY COMF SOLETTA 1PAIO,1,0.3,0.05,0,no,no,2,0,1.17,MORTO
Farmacia Procaccini,983721022,STRUMENTO VTRUST TD-4279 COMPL,1,0.3,0.05,0,no,no,1,0,5.36,MORTO
Farmacia Procaccini,950226302,ORALB POWER REFILL IO U/BI 3PZ,1,0.3,0.05,0,no,no,99,1,3.47,MORTO
Farmacia Procaccini,979605449,COMPEED DURONI MEDIO 6PZ,1,0.3,0.05,0,no,no,13,2,1.71,MORTO
Farmacia Procaccini,986971479,GIBAUD ORTHO LIGAGIB OPE GIN5,1,0.3,0.05,0,no,no,7,0,13.37,MORTO
Farmacia Procaccini,986465007,HYDRAPHASE HA UV LIGHT 40ML,1,0.3,0.05,0,no,no,99,3,5.18,MORTO
Farmacia Procaccini,906280514,STRUVA 23 H917 AG BIANCO 3,1,0.3,0.05,0,no,no,2,0,12.25,MORTO
Farmacia Procaccini,940472071,"BIOKAP NUTRIC DEL RAP 7,0 BIO",1,0.3,0.05,0,no,no,5,0,1.32,MORTO
Farmacia Procaccini,903144677,SCHOLL EXPERT S SEPARADITA PIE,1,0.3,0.05,0,no,no,99,10,1.53,MORTO
Farmacia Procaccini,938657172,MULTICENTRUM JUNIOR 30CPR,1,0.3,0.05,0,no,no,12,5,2.90,MORTO
Farmacia Procaccini,983173485,SERENITY SAG SD SENS SUP 30PZ,1,0.3,0.05,0,no,no,2,0,3.23,MORTO
Farmacia Procaccini,972353965,ALGIOMEGA 3 120PRL,1,0.3,0.05,0,no,no,99,0,8.91,MORTO
Farmacia Procaccini,979097565,TONIMER LAB PANTHEXYL BABY SPR,1,0.3,0.05,0,no,no,1,1,1.90,MORTO
Farmacia Procaccini,947073920,RILASTIL SUN SYS WT COL SPF50+,1,0.3,0.05,0,no,no,3,5,2.42,MORTO
Farmacia Procaccini,913588000,GINOCCHIERA ROT GENUFIT 15 M,1,0.3,0.05,0,no,no,3,0,16.75,MORTO
Farmacia Procaccini,950064143,LINES SPEC TRAVERSA 80X180 15P,1,0.3,0.05,0,no,no,99,0,2.30,MORTO
Farmacia Procaccini,972147920,ALUS O&L SAPONE LIQ ALEPPO 40%,1,0.3,0.05,0,no,no,4,0,2.05,MORTO
Farmacia Procaccini,988388486,MUSTELA VANITY SET 2024,1,0.3,0.05,0,no,no,6,1,3.91,MORTO
Farmacia Procaccini,979357492,SENSIFINE AQUAGEL 40ML,1,0.3,0.05,0,no,no,3,1,3.06,MORTO
Farmacia Procaccini,972276188,CLOG EVO TPR UNISEX BLUE 44-45,1,0.3,0.05,0,no,no,7,0,10.14,MORTO
Farmacia Procaccini,985919455,GOOVI SIERO CON BIOPEPTIDI,1,0.3,0.05,0,no,no,4,3,3.85,MORTO
Farmacia Procaccini,935479244,COLEPAN FAST 20CPR,1,0.3,0.05,0,no,no,15,0,3.58,MORTO
Farmacia Procaccini,981076072,THERMACARE FASC COL/SPA/POLS2P,1,0.3,0.05,0,no,no,99,3,1.74,MORTO
Farmacia Procaccini,990150740,NUXE TROUSSE MY TRAVEL ESS2026,1,0.3,0.05,0,no,no,99,2,2.75,MORTO
Farmacia Procaccini,932217072,STEVIA EDULCOR 200CPR,1,0.3,0.05,0,no,no,99,0,1.38,MORTO
Farmacia Procaccini,981907506,PH FORMINIX GEL FORM TRAPP2X2G,1,0.3,0.05,0,no,no,99,0,1.62,MORTO
Farmacia Procaccini,952099505,EUPHIDRA EYE LINER PENNAR MAR,1,0.3,0.05,0,no,no,99,4,1.63,MORTO
Farmacia Procaccini,950072924,NITRONAT SHAPE VANIGLIA 14BUST,1,0.3,0.05,0,no,no,2,0,6.13,MORTO
Farmacia Procaccini,925931002,MEDI KL1 PLUS/GAMBAL CO 2 102,1,0.3,0.05,0,no,no,5,0,10.97,MORTO
Farmacia Procaccini,925369136,THROMBOSIS 18 ISP GAMB XXLC,1,0.3,0.05,0,no,no,99,0,4.38,MORTO
Farmacia Procaccini,988783217,AVENE DERMABSOLU CREMA GG NF,1,0.3,0.05,0,no,no,8,2,7.09,MORTO
Farmacia Procaccini,985495225,KAMILA NIVES 70 LEGGINS MI 4,1,0.3,0.05,0,no,no,1,0,3.73,MORTO
Farmacia Procaccini,952099669,EUPHIDRA MASCARA NERO ALLUN&IN,1,0.3,0.05,0,no,no,99,3,2.01,MORTO
Farmacia Procaccini,903437251,NUGEL IDROGEL FLUIDO 25G 2PZ,1,0.3,0.05,0,no,no,1,0,3.50,MORTO
Farmacia Procaccini,984520332,DERMACOTONE PANN MUT L 12PZ,1,0.3,0.05,0,no,no,9,0,2.01,MORTO
Farmacia Procaccini,987411764,RILASTIL SUN SPF50+ VELVET COL,1,0.3,0.05,0,no,no,2,2,1.85,MORTO
Farmacia Procaccini,984560161,FARMEX PREM AIRD PANN SU M15PZ,1,0.3,0.05,0,no,no,1,0,1.93,MORTO
Farmacia Procaccini,987315518,ORALB IO3S BLU SPAZZ ELETTR,1,0.3,0.05,0,no,no,99,0,0.00,MORTO
Farmacia Procaccini,903131997,MICRO TEC COMPLEX SHAMPOO200ML,1,0.3,0.05,0,no,no,1,0,2.94,MORTO
Farmacia Procaccini,988654568,NODE P APAISANT 400ML,1,0.3,0.05,0,no,no,2,6,3.46,MORTO
Farmacia Procaccini,975201361,MULTIVITALEX 30CPR,1,0.3,0.05,0,no,no,14,0,1.91,MORTO
Farmacia Procaccini,989011883,GRANOLA 20% PROTEIN BROW&CHERR,1,0.3,0.05,0,no,no,1,19,2.13,MORTO
Farmacia Procaccini,901430052,HEMA PLEX FERRO ORGANICO 30TAV,1,0.3,0.05,0,no,no,1,0,3.66,MORTO
Farmacia Procaccini,976399129,FETTE BISCOTTATE FARRO INTEG,1,0.3,0.05,0,no,no,99,0,1.34,MORTO
Farmacia Procaccini,975083484,ACTIVE MEMORY SOLETTA BAMBOO42,1,0.3,0.05,0,no,no,1,0,2.15,MORTO
Farmacia Procaccini,947225367,EUPHIDRA MASCHERA RESTORE+75ML,1,0.3,0.05,0,no,no,3,4,1.51,MORTO
Farmacia Procaccini,990226286,MELAVER CLEAN 400ML,1,0.3,0.05,0,no,no,3,0,4.05,MORTO
Farmacia Procaccini,975201373,PROSTARID 30PRL,1,0.3,0.05,0,no,no,99,0,3.51,MORTO
Farmacia Procaccini,974895702,ERAFER+++ 30BUST,1,0.3,0.05,0,no,no,2,0,3.68,MORTO
Farmacia Procaccini,982541450,RILASTIL ELASTICIZZANTE 10F,1,0.3,0.05,0,no,no,1,0,3.96,MORTO
Farmacia Procaccini,925605673,PODIFER60 PLANTARE AMMORT 43,1,0.3,0.05,0,no,no,4,0,14.09,MORTO
Farmacia Procaccini,979605464,COMPEED ALLUCE VALGO 5PZ,1,0.3,0.05,0,no,no,99,12,1.83,MORTO
Farmacia Procaccini,949998280,ONLIFE 20BUST,1,0.3,0.05,0,no,no,99,0,4.55,MORTO
Farmacia Procaccini,981505201,SYTRIDK2 30CPS,1,0.3,0.05,0,no,no,99,0,3.83,MORTO
Farmacia Procaccini,979804388,MATT COLLAGENE IDROLIZZATO3000,1,0.3,0.05,0,no,no,5,0,1.92,MORTO
Farmacia Procaccini,945102111,DOCCIA GEL NEROLI VETIVER400ML,1,0.3,0.05,0,no,no,2,9,1.31,MORTO
Farmacia Procaccini,903594745,BIOSKIN PROT ALLUCE 1PZ,1,0.3,0.05,0,no,no,99,0,1.10,MORTO
Farmacia Procaccini,980860302,BETAMUNAL COD 15CPS,1,0.3,0.05,0,no,no,4,0,5.72,MORTO
Farmacia Procaccini,986904516,GIBAUD FASCIA POSTOP CLA H30 3,1,0.3,0.05,0,no,no,5,0,6.83,MORTO
Farmacia Procaccini,925605610,PODIFER60 PLANTARE AMMORT 37,1,0.3,0.05,0,no,no,99,0,15.34,MORTO
Farmacia Procaccini,975427321,GIBAUD CLASSIC CINT POSTOP LE2,1,0.3,0.05,0,no,no,8,0,3.98,MORTO
Farmacia Procaccini,910856715,TESMED CARICABATTERIA MAX5/830,1,0.3,0.05,0,no,no,99,0,13.19,MORTO
Farmacia Procaccini,987331016,APROTEN SEDANI PROMO 500G,1,0.3,0.05,0,no,no,99,0,1.44,MORTO
Farmacia Procaccini,979239480,RAGAMED PLUS 75ML,1,0.3,0.05,0,no,no,99,0,0.00,MORTO
Farmacia Procaccini,983374517,PHOTODERM NUDE TOUCH DORE',1,0.3,0.05,0,no,no,99,2,1.84,MORTO
Farmacia Procaccini,989036316,LOVANEX 20STICK PACK,1,0.3,0.05,0,no,no,1,0,4.08,MORTO
Farmacia Procaccini,926429958,MEDI ANTITROMBO H915 AGG S DX,1,0.3,0.05,0,no,no,99,0,4.21,MORTO
Farmacia Procaccini,973472691,DEROXEN PET LINE OTO 75ML,1,0.3,0.05,0,no,no,3,0,2.81,MORTO
Farmacia Procaccini,930260928,SQUANORM LOZIONE 200ML DUCRAY,1,0.3,0.05,0,no,no,99,1,5.56,MORTO
Farmacia Procaccini,950424008,SANI DRY PANN INCONT MUT XL 10,1,0.3,0.05,0,no,no,99,0,1.40,MORTO
Farmacia Procaccini,987748670,THOTALE PLANTARE GELCOMFORT L,1,0.3,0.05,0,no,no,3,0,2.12,MORTO
Farmacia Procaccini,986885438,VARISAN TOP CCL1 AT PA BEI 2 P,1,0.3,0.05,0,no,no,1,0,22.71,MORTO
Farmacia Procaccini,949898086,VOGLIA SOLE SIERO GEL A/RUGHE,1,0.3,0.05,0,no,no,99,0,4.20,MORTO
Farmacia Procaccini,921895645,IDEAL SOLEIL VISO DRY TOUCH 30,1,0.3,0.05,0,no,no,4,4,2.15,MORTO
Farmacia Procaccini,922551371,VENERE 70 OPEN TOE NE 4-L,1,0.3,0.05,0,no,no,1,0,4.20,MORTO
Farmacia Procaccini,951318221,"TWINS SILVER TRIPLE RO BL+3,50",1,0.3,0.05,0,no,no,1,0,2.16,MORTO
Farmacia Procaccini,908682293,LABCATAL NUTRITION CU/AG/AU GT,1,0.3,0.05,0,no,no,99,0,2.57,MORTO
Farmacia Procaccini,947147803,"SI NAILS MICO XPERT 4,5ML",1,0.3,0.05,0,no,no,99,0,4.86,MORTO
Farmacia Procaccini,950085946,ENERGERA ULTRA 12FL,1,0.3,0.05,0,no,no,99,0,2.93,MORTO
Farmacia Procaccini,951864697,PRONTEX XTHERM TERMO DIGITALE,1,0.3,0.05,0,no,no,99,0,5.10,MORTO
Farmacia Procaccini,984966958,FOOTCARE SEPAR DITA DOPP S C10,1,0.3,0.05,0,no,no,99,0,1.61,MORTO
Farmacia Procaccini,941803722,ZALATT 20CPS GASTRORESISTENTI,1,0.3,0.05,0,no,no,2,0,3.16,MORTO
Farmacia Procaccini,988770273,EARBUDDY ROSSO,1,0.3,0.05,0,no,no,99,0,1.69,MORTO
Farmacia Procaccini,942062148,ESPERSOL OTO GOCCE 20ML,1,0.3,0.05,0,no,no,3,0,2.47,MORTO
Farmacia Procaccini,986902070,EPADETOX 60CPS,1,0.3,0.05,0,no,no,6,0,5.27,MORTO
Farmacia Procaccini,952099618,EUPHIDRA GLOSS VOL BRIL PERLA,1,0.3,0.05,0,no,no,1,3,1.48,MORTO
Farmacia Procaccini,982532412,ADERMA A-D BIOLOGY CR RICC40ML,1,0.3,0.05,0,no,no,99,1,2.80,MORTO
Farmacia Procaccini,906355375,MELISSA ESTRATTO TITOLATO 30ML,1,0.3,0.05,0,no,no,3,0,1.68,MORTO
Farmacia Procaccini,931097416,EUPH FILLER S FL ANTIR SEC,1,0.3,0.05,0,no,no,6,4,5.65,MORTO
Farmacia Procaccini,911023188,SIG 701 AG-BAP MS PA CRIS,1,0.3,0.05,0,no,no,99,0,15.72,MORTO
Farmacia Procaccini,984098691,REV EFFACE JOUR PLUS 30ML,1,0.3,0.05,0,no,no,99,0,3.79,MORTO
Farmacia Procaccini,990453995,TENA PROSKIN SLIP MAXI L 24PZ,1,0.3,0.05,0,no,no,99,0,4.28,MORTO
Farmacia Procaccini,909051171,SANOTINT TINTURA CAPELLI 14,1,0.3,0.05,0,no,no,4,0,2.24,MORTO
Farmacia Procaccini,987331028,APROTEN PIPE PROMO 500G,1,0.3,0.05,0,no,no,99,0,1.56,MORTO
Farmacia Procaccini,979044880,RELAX UNI 70 PA CAMEL M,1,0.3,0.05,0,no,no,4,0,3.33,MORTO
Farmacia Procaccini,983746999,APROPOS TUSS SCIR ADULTI 150ML,1,0.3,0.05,0,no,no,99,2,1.16,MORTO
Farmacia Procaccini,971130036,MEDI 18 GAMB P.AP SAB 3 2804PA,1,0.3,0.05,0,no,no,99,0,0.00,MORTO
Farmacia Procaccini,952099986,EUPHIDRA PALETTE VISO ARM SOL,1,0.3,0.05,0,no,no,99,4,2.90,MORTO
Farmacia Procaccini,944889068,PROGENY PET 60BUST,1,0.3,0.05,0,no,no,2,0,5.00,MORTO
Farmacia Procaccini,951043494,HYALU B5 CREMA RICARICA 50ML,1,0.3,0.05,0,no,no,5,3,3.68,MORTO
Farmacia Procaccini,952058358,VEA OFT GEL OLEOSO CONT OCCHI,1,0.3,0.05,0,no,no,99,2,2.38,MORTO
Farmacia Procaccini,989669585,MY BODY CREMA GEL DREN 400ML,1,0.3,0.05,0,no,no,21,6,8.21,MORTO
Farmacia Procaccini,922391154,CORSETTO MILLERIGHE FLEXO' XXL,1,0.3,0.05,0,no,no,2,0,14.10,MORTO
Farmacia Procaccini,964283016,SECURDRAIN VIA CATET 25MM+ST30,1,0.3,0.05,0,no,no,1,0,5.58,MORTO
Farmacia Procaccini,989855438,RHYNOGEN SOL NAS ISO 2SAC+2DEF,1,0.3,0.05,0,no,no,8,0,2.71,MORTO
Farmacia Procaccini,987881291,CURAPROX ALIGNER FOAM 40ML,1,0.3,0.05,0,no,no,99,0,3.18,MORTO
Farmacia Procaccini,944779242,VITI COLESTEROLO 90PRL,1,0.3,0.05,0,no,no,17,0,2.90,MORTO
Farmacia Procaccini,951220108,SCIENTIA NOVA CREMA IDRAT400ML,1,0.3,0.05,0,no,no,2,0,5.84,MORTO
Farmacia Procaccini,951484738,NUXE HYALU BOOST KIT SIERO+CR,1,0.3,0.05,0,no,no,4,7,9.44,MORTO
Farmacia Procaccini,945172524,EUPH CR LENIT CUOIO CAP GR,1,0.3,0.05,0,no,no,99,5,1.69,MORTO
Farmacia Procaccini,978498739,TULIPANO ALZAMALATI DA LETTO,1,0.3,0.05,0,no,no,2,0,25.13,MORTO
Farmacia Procaccini,926674704,CRESKO 10F,1,0.3,0.05,0,no,no,99,0,2.62,MORTO
Farmacia Procaccini,975083419,ACTIVE MEMORY SOLETTA BAMBOO36,1,0.3,0.05,0,no,no,4,0,2.06,MORTO
Farmacia Procaccini,971192859,TIGLIO ESTRATTO INTEGRALE200ML,1,0.3,0.05,0,no,no,99,0,2.18,MORTO
MPF,972532232,CERAMOL FLUIDO BETA COMPLEX,77,25.4,3.62,0,si,si,2,9,3.17,vende-rete
MPF,951044421,SOLUZIONE SCHOUM ADVANCE 500ML,30,9.9,1.41,0,no,si,1,18,1.72,no-vend-7g
MPF,946449954,NATURAL VITA D3 100PRL,26,8.6,1.22,0,no,si,1,3,3.39,no-vend-7g
MPF,977368253,DERMOVITAMINA FILM SPR 30ML,26,8.6,1.22,0,no,si,2,3,1.61,no-vend-7g
MPF,924922178,CERAMOL BETA CREMA PALPEBRALE,26,8.6,1.22,0,no,si,17,3,4.69,no-vend-7g
MPF,971268634,AUTOTEST VIH SCREENING HIV,25,8.2,1.18,0,no,si,1,4,2.09,no-vend-7g
MPF,982013726,VENOPLANT 40BUST,21,6.9,0.99,0,si,si,1,21,3.58,vende-rete
MPF,984599769,ALTRAPELLE MEDICAL MICOSI PIED,21,6.9,0.99,0,no,no,1,5,2.01,MORTO
MPF,982946687,CERAMOL SPOT BLOCK 20ML,21,6.9,0.99,0,no,si,2,4,2.94,no-vend-7g
MPF,989046646,EUCERIN EAA HF SIERO EPIGENET,19,6.3,0.89,0,no,si,2,6,4.74,no-vend-7g
MPF,987401243,DT OIL CONTROL SHAMPOO 200ML,18,5.9,0.85,0,no,si,3,77,1.37,no-vend-7g
MPF,950938959,LFP DAILYP AMINO ESS 18BUST,17,5.6,0.80,0,no,no,4,23,13.32,MORTO
MPF,924953476,VALDISPERT MENOPAUSA D&N 30+30,16,5.3,0.75,0,no,si,2,10,1.97,no-vend-7g
MPF,979016348,BIFIBIOMA 30CPS,16,5.3,0.75,0,no,si,1,15,3.30,no-vend-7g
MPF,935590974,POLIDENT LUNGA TENUTA 70G,15,4.9,0.71,0,si,si,3,133,1.69,vende-rete
MPF,935810960,VAGISIL INTIMA GEL IDRAT MONOD,15,4.9,0.71,0,no,si,2,4,2.65,no-vend-7g
MPF,976293783,DERMOVITAMINA MICO TRATTA/COL,15,4.9,0.71,0,no,si,4,17,3.18,no-vend-7g
MPF,989408467,CERAMOL LOTION DS 50ML,15,4.9,0.71,0,no,no,2,5,2.75,MORTO
MPF,930252782,"IRILENS 0,4% GOCCE OCULARI10ML",13,4.3,0.61,0,si,si,3,17,0.77,vende-rete
MPF,943295067,MASSIGEN PAPPA REALE 10FL 25ML,13,4.3,0.61,0,si,si,2,8,1.66,vende-rete
MPF,944775170,PROMENSIL MENOPAUSA FORTE30CPR,13,4.3,0.61,0,no,si,16,0,6.56,no-vend-7g
MPF,989409115,"ISOMAR OCCHI RO AI 0,20% 10ML",13,4.3,0.61,0,no,si,1,176,0.81,no-vend-7g
MPF,903627228,GIBAUD ORTHO TUTORE SPALLA,13,4.3,0.61,0,no,no,1,14,8.41,MORTO
MPF,982946699,CERAMOL SUN FACE CREAM SPF50+,13,4.3,0.61,0,no,si,1,12,7.78,no-vend-7g
MPF,975862905,MAGNESIO POTASSIO ACT PLUS 14B,12,4.0,0.56,0,si,si,1,62,1.47,vende-rete
MPF,931152742,OMEGA3 VITI TRIPLA AZIONE60PRL,12,4.0,0.56,0,no,si,3,41,1.02,no-vend-7g
MPF,940049974,PROCTOLYN NATURA CREMA 30ML,12,4.0,0.56,0,si,si,5,3,1.44,vende-rete
MPF,983361635,GIBAUD ORTHO RHIZOGIB ORT SX 2,11,3.6,0.52,0,no,no,9,4,7.92,MORTO
MPF,976206262,CERAMOL MB 30 50ML,11,3.6,0.52,0,no,no,1,4,3.89,MORTO
MPF,036934014,CLOTRIMAZOLO DOC*CREMA 30G 1%,11,3.6,0.52,0,si,si,1,51,3.20,vende-rete
MPF,984866309,EMOFORM GLIC PRO COLLUTORIO,11,3.6,0.52,0,si,si,1,23,2.81,vende-rete
MPF,980644328,ALGASIV ADES PROT SUP 30PZ,11,3.6,0.52,0,no,si,2,3,2.01,no-vend-7g
MPF,026725034,REGAINE*SOLUZ 60ML 5%,11,3.6,0.52,0,si,si,11,0,10.05,vende-rete
MPF,930530682,DERMAFRESH ODOR CONTROL CREMA,11,3.6,0.52,0,si,si,1,3,0.79,vende-rete
MPF,935740946,MELLIS CAP SH RID LEN 200ML,10,3.3,0.47,0,si,si,3,3,2.40,vende-rete
MPF,949645396,DR VITI DRENANTE ANANAS 500ML,10,3.3,0.47,0,no,no,2,6,2.45,MORTO
MPF,029851084,"MOVICOL*CIOCCOL BB 20BUST 6,9G",10,3.3,0.47,0,no,si,1,0,1.54,no-vend-7g
MPF,025519048,"MAG 2*OS GRAT 20BUST 2,25G",10,3.3,0.47,0,no,si,8,13,1.85,no-vend-7g
MPF,982476285,LACDIGEST LACTOFREE 30CPR,10,3.3,0.47,0,si,si,8,4,2.04,vende-rete
MPF,047883032,DICLOFENAC TEVA*GEL 60G 10MG/G,10,3.3,0.47,0,no,no,1,13,1.19,MORTO
MPF,951507817,POLASE PLUS CARNITINA PRO36BUS,9,3.0,0.42,0,si,si,5,6,1.57,vende-rete
MPF,931925109,ELMEX SENSITIVE PROF 75ML,9,3.0,0.42,0,si,si,2,17,0.54,vende-rete
MPF,949975940,SAUGELLA ATTIVA VAGINOSI7OVULI,9,3.0,0.42,0,no,si,1,3,2.71,no-vend-7g
MPF,921773836,SOFARGEN SPRAY MEDIC POLV125ML,9,3.0,0.42,0,si,si,4,61,1.41,vende-rete
MPF,979195536,LFP COLESTTAB 30CPR,9,3.0,0.42,0,no,si,3,53,7.96,no-vend-7g
MPF,947224984,ARNICA VITI 90% 100ML,9,3.0,0.42,0,no,si,6,12,1.73,no-vend-7g
MPF,026630020,"IRIDINA DUE*COLL 10ML 0,5MG/ML",9,3.0,0.42,0,si,si,6,54,0.72,vende-rete
MPF,989665373,PREBIOBARRIER 30CPR RIVESTITE,9,3.0,0.42,0,no,no,1,7,5.11,MORTO
MPF,925329195,LFP MAGNESIO450 20BUST,9,3.0,0.42,0,no,si,2,35,2.19,no-vend-7g
MPF,951318892,LFP PRO ACQUA SPRAY 100ML,9,3.0,0.42,0,no,no,1,12,3.73,MORTO
MPF,987881861,DOLOMIA OSX 24 10 SMALTO,9,3.0,0.42,0,no,no,1,5,2.10,MORTO
MPF,926673892,LFP ENTEROTAB 24CPS,9,3.0,0.42,0,no,si,3,11,7.51,no-vend-7g
MPF,981110796,LFP NUTRIFLEX COMPLEX 20BUST,9,3.0,0.42,0,no,si,3,17,7.51,no-vend-7g
MPF,984819894,NEURODOL ACIDO LIPOICO 30CPR,8,2.6,0.38,0,si,si,4,0,2.14,vende-rete
MPF,987361971,LFP SOL LATTE DOPOSOLE 400ML,8,2.6,0.38,0,no,si,2,43,7.05,no-vend-7g
MPF,970373231,ELMEX SENSITIVE PROF RIPA&PREV,8,2.6,0.38,0,si,si,1,12,1.27,vende-rete
MPF,972765921,EUCERIN HYAL FILL EL NTT 50ML,8,2.6,0.38,0,no,no,3,4,4.20,MORTO
MPF,973652908,CEREBRAIN 12FL 15ML,8,2.6,0.38,0,no,si,3,6,2.42,no-vend-7g
MPF,923022735,CERAMOL BETA PASTA ALL'ACQUA,8,2.6,0.38,0,no,si,5,10,3.60,no-vend-7g
