minsan;nome;categoria;prezzo;domanda_rete_30g;best_mercato
900890221;LADYGLORIA 12 GAMB 70 NE 2;Calzature;11.47;0.00;12.04
927762474;BIOKERATIN ACH8 5/D CAST CHI D;Tinte;11.47;0.00;11.92
927765673;PERIVOM GOCCE 30ML;Apparato digerente;11.46;0.00;12.89
986088868;ZEN MINT SPIRIT OIL 10ML;Deodoranti / balsamici;11.46;0.00;12.33
978623229;SHAMPOO SCRUB TRATT PUR/RIN/SE;Shampoo;11.46;0.00;13.33
947440210;SALVIA MEDITERRANEA DOPOBARBA;Prodotti per la barba;11.46;0.00;12.30
939339089;COLDCREAM VISO 30ML;Tonici / idratanti;11.46;0.00;10.02
907041863;SYS BIANCOSPINO GOCCE 50ML;Alimentari;11.46;0.00;10.79
900727886;STAR OF BETHLEHEM ESSENZA 10ML;;11.46;0.00;12.49
979214816;VITIS SONIC S10/S20 RICAMBIO G;Accessori per apparecchi ortodontici;11.46;0.00;12.94
907042319;SYS EQUISETO GOCCE 50ML;Alimentari;11.45;0.00;10.93
907174039;SYS CORIANDOLO GOCCE 50ML;Alimentari;11.45;0.00;12.82
979376631;GOLYS VOX SPRAY 30ML;Gola;11.45;0.00;14.19
942884293;NATURE'S BLU SALINO GEL D/BARB;Prodotti per la barba;11.44;0.00;12.34
945303028;ROUGJ PROLUNGABRONZ DETERGENTE;Igiene;11.44;0.00;13.75
976345633;BIMBI FORTI 150ML;Sistema immunitario;11.44;0.00;12.14
901886263;CENTO LASSATIVO ERBE 100TAV;Stipsi e transito intestinale;11.44;0.00;12.90
905683355;SUPRAVIT MULTI 60CPR;Associazioni minerali-vitamine;11.44;0.00;11.99
931440046;EDEMIX 30CPS;Tonici psico/fisici;11.44;0.00;14.19
930006756;BEAUTY 30CPS;Sistemici;11.44;0.00;10.83
908989712;SIDEA SHAMPOO DOLCE 150ML;Shampoo;11.43;0.00;12.00
911179113;VERBASCO 60ML TM;;11.43;0.00;11.48
977636810;RUSCUS ACULEAT BOIRON EI 60ML;Circolazione;11.43;0.00;12.30
982752343;STIPSALT STICK 14BUST;Stipsi e transito intestinale;11.43;0.00;12.48
907042143;SYS DAMIANA GOCCE 50ML;Alimentari;11.43;0.00;12.82
973989787;VIRIDIAN VITAMIN D3 400IU 30CP;Vitamine;11.43;0.00;12.77
026043277;LOMEXIN*CREMA VAG 78G 2%+1APPL;Dermatologici,Altri prodotti;11.42;0.00;12.67
942793910;FENECOX GOLA NAT SPRAY AD 25ML;Gola;11.41;0.00;12.85
950939850;BIOVIT 3 IDRA 4PZ 200ML;Antidiarroici;11.41;0.00;11.89
900538998;VERGA ORO 26 50ML TM;;11.41;0.00;10.45
980425084;ESI MAG POLVERE 200G;Minerali;11.41;0.00;12.49
907043905;LES ULMUS CAMPESTRIS GOCCE50ML;;11.41;0.00;10.67
984867984;OLIVIS-T PLUS 60PAST;Circolazione;11.40;0.00;12.86
907043323;LES FRAXINUS EXCELSIOR GTT50ML;;11.40;0.00;10.64
905578629;TUXISEC SCIROPPO 200ML;Tosse;11.40;0.00;12.75
937395895;EUPH ROSSOLAB MAT RM04;Trucco;11.40;0.00;11.70
907042295;SYS ELEUTEROCOCCO GOCCE 50ML;Alimentari;11.40;0.00;11.41
921188342;LES AESCULUS HIPPOCASTANUM50ML;Alimentari,Circolazione;11.40;0.00;10.73
934408980;GIARDINO PICCOLI IL BAGNOSCH;Detergenti;11.40;0.00;12.45
881496905;ARNICA MONTANA MCH GR;;11.39;0.00;10.50
950904538;CH GIOCO MIKE IL MICROFONO;Giochi;11.39;0.00;12.40
925894065;GARCINIA 1000MG 60CPR;Controllo del peso;11.39;0.00;11.85
930068186;G-FEMM SAPONE LIQUIDO INTIMO;Detergenti;11.38;0.00;11.13
931596338;INTIVIT DETERGENTE INT PH 3,5;Detergenti;11.38;0.00;12.70
989418037;HERBATINT 4D CASTANO DOR 170ML;Tinte;11.38;0.00;12.34
971741475;LENIBEN PASTA 100ML;Corpo;11.38;0.00;12.90
900119254;TSA EQUISETUM ARVENSE 50ML;Apparato muscolo scheletrico;11.38;0.00;12.09
906260397;FUCUS ERBE 150TAV;Stipsi e transito intestinale;11.38;0.00;11.70
905888549;TRONCHESE PELLICINE;Unghie,Piedi;11.38;0.00;12.66
989405244;ESI FERMENTAL GONFIORE 10STICK;Meteorismo,Fermenti lattici;11.37;0.00;7.31
900459429;MEMORY FORMULA 10FL 10ML;Tonici psico/fisici;11.37;0.00;12.70
983525938;ARKOFLEX FLASH CREMA 60ML;Apparato muscolo scheletrico;11.36;0.00;11.05
926740743;EUPIN AEROSOL 10F;Raffreddore,Tosse,Naso;11.36;0.00;12.70
987456290;CORTI RIBES DETOX 200ML;Alimentari;11.36;0.00;9.65
927149118;OTOMUCOPLUS DET ORECCH 100ML;Veterinaria;11.36;0.00;12.24
932000666;BIMBOVIT SINE K GOCCE 15ML;Associazioni minerali-vitamine,Preparati;11.36;0.00;12.78
902579123;ECRINAL TOP COAT INDURENTE10ML;Unghie;11.36;0.00;12.67
907174522;SYS RIBES NERO GOCCE 50ML;Alimentari;11.35;0.00;11.36
941786384;LINEA 1 GEL DETERG NORMAL150ML;Detergenti / struccanti;11.35;0.00;9.23
988952786;NEW HARMONY 30CPS;Calmanti;11.35;0.00;10.65
902159716;ALNUS COMPLEX 200ML;Raffreddore,Tosse;11.35;0.00;12.99
941190555;SANAMUCIL SCIROPPO 200ML;Tosse;11.35;0.00;10.00
902579061;ECRINAL LIQUIDO INDUR/RINFOR;Unghie;11.35;0.00;12.90
925704088;PHYTONERV SOS SPRAY ORALE 30ML;Calmanti;11.35;0.00;9.52
935838969;ETEREAL RESPIRA 15ML;Deodoranti / balsamici;11.34;0.00;12.34
907392296;LES AMPELOPSIS WEITCHII GOCCE;;11.34;0.00;10.66
921188355;LES CEDRUS LIBANI GOCCE 50ML;;11.34;0.00;10.68
938225366;GEHWOL PROT DITA TUBOL S 2PZ;Piedi;11.34;0.00;11.64
924829942;MAITAKE ESTRATTO SECCO 60CPS;Alimentari;11.34;0.00;11.87
985773530;PEDIAKID NASO GOLA SCIROPPO;Sistema immunitario;11.34;0.00;10.43
984717761;LAMEVIN 30CPR;Minerali;11.34;0.00;12.75
921738326;CH GIOCO NINNA LUNA;Strumenti e accessori;11.34;0.00;12.81
976345658;NOTTI SERENE 150ML;Preparati;11.34;0.00;12.99
976345660;PANCINI PROTETTI 150ML;Preparati;11.34;0.00;12.99
933543819;LUMY SOLUZIONE OFTALMICA 100ML;Veterinaria;11.34;0.00;12.20
988129223;BACCELLO FAGIOLO ERBE 120CPR;Controllo del peso;11.33;0.00;10.27
933886323;NOKSAN CUSC MART C/INFRADITO M;Piedi;11.33;0.00;12.64
909467680;IPECA 50TAV HEEL;;11.33;0.00;11.58
982750984;ARKOVITAL VITAMIN D3 15ML;Apparato muscolo scheletrico;11.33;0.00;10.41
907174559;SYS RUSCO GOCCE 50ML;Alimentari,Circolazione;11.33;0.00;11.34
950406912;DR FILLERMAST STICK VISO 50+;Viso,Viso;11.33;0.00;12.64
925562338;CAFFE VERDE PANCIA PIATTA60CPR;Controllo del peso;11.33;0.00;11.85
935598817;BROMEDA 16 BUSTINE;Apparato digerente;11.32;0.00;11.60
907392385;LES FAGUS SILVATICA GOCCE 50ML;;11.32;0.00;9.45
977701022;ABIES ALBA BOIRON MG 60ML;Alimentari;11.32;0.00;12.24
925392223;BENOIT FIORI DI BACH LARCH;;11.32;0.00;11.62
977701073;FAGUS SYLVATICA BOIRON MG 60ML;Alimentari;11.31;0.00;10.89
949925174;INTESTINAL FLORA 20CPS;Fermenti lattici;11.31;0.00;9.71
950212439;SALUS NATURA REDUX AGE PERFECT;Prodotti per la barba;11.31;0.00;11.64
908575259;KERODEX10 CREMA BARRIERA 75ML;Idratanti / Nutrienti;11.31;0.00;12.64
971197470;UVA URSINA ESTRATTO TIT 60PAST;Apparato uro-genitale;11.30;0.00;12.32
984862540;POTASSIO CITRATO 30CPS;Minerali;11.30;0.00;9.80
971338948;BOSWELLIA COMPLEX 30CPR;Sistema immunitario;11.30;0.00;8.58
881449678;KALICARBOPLUS SPRAY 30ML;;11.30;0.00;11.58
900321466;VENLEM 200ML;Circolazione;11.30;0.00;12.61
904236243;CHETODRAL 10BUST;Antidiarroici;11.29;0.00;12.37
977701111;ORTHOSIPHON BOIRON EI 60ML;Drenanti;11.29;0.00;10.89
943308332;NATURE'S SOL CR VI/CRP SPF25;Corpo,Corpo;11.29;0.00;12.17
920859547;RESCUE NIGHT S/ALCOOL 10ML;;11.29;0.00;12.54
932078227;FLUBREVIX 10BUST 3,5G;Gola;11.29;0.00;12.87
909467843;SULFUR 50TAV HEEL;;11.28;0.00;11.58
800663787;HAMAMELIS VIRG 125ML TM;;11.28;0.00;11.28
950047694;MANTLE VET LOZIONE UNIV 250ML;Veterinaria;11.28;0.00;11.29
978254288;ESSENTIAL GATTO RENAL 150G;Mangimi;11.28;0.00;12.97
975525357;J BIMBI BFREE BH 0-6M 2S TR/VE;Strumenti e accessori;11.28;0.00;13.73
909884912;HENNE' PERSIANO BIO BIONDO150G;Tinte;11.28;0.00;11.46
977701034;AESCULUS HIPP BOIRON MG 60ML;Alimentari;11.28;0.00;12.29
977709942;BETULA PUBESC BOIRON MG 60ML;Alimentari;11.28;0.00;10.89
976838033;RUBUS IDEAUS BENOIT GEMMOD50ML;Drenanti;11.27;0.00;12.85
976520445;CH GIOCO SELFIE PHONE ITA/EN;Giochi;11.27;0.00;12.69
907174130;SYS EPILOBIO GOCCE 50ML;Alimentari;11.27;0.00;11.28
944784875;BIMBI BAGNO OLIO ADDOLCENTE;Detergenti;11.27;0.00;8.92
934718990;CITOYANG ENERGY GOCCE 50ML;Sistemici;11.27;0.00;9.72
977632037;HARPAGOPHYTUM BOIRON EI 60ML;Apparato muscolo scheletrico;11.27;0.00;10.89
904560392;OPPO SUP METATARSO 6442 L/XL;Articoli contenitivi;11.27;0.00;12.25
907043386;LES LINFA BETULLA GOCCE 50ML;Alimentari;11.26;0.00;10.60
909467755;PAREIRA 50TAV HEEL;;11.26;0.00;11.58
978496279;PURES MISCELA HAPPY 30ML;Deodoranti / balsamici;11.25;0.00;12.22
947421398;IMMUNOTROFINA TOSSE SPR ORALE;Tosse;11.25;0.00;12.45
977632013;EQUISETUM ARV BOIRON EI 60ML;Apparato uro-genitale;11.25;0.00;10.89
912165127;PSYCHO EMOTIONAL 1 PAURA 30ML;;11.25;0.00;12.00
900539002;DAMIANA 29 50ML TM;;11.25;0.00;10.45
975083510;ACTIVE MEMORY SOLETTA BAMBOO45;Calzature;11.25;0.00;12.64
977709967;FRAXINUS EXC BOIRON MG 60ML;Alimentari;11.25;0.00;10.38
934551399;LEGNI BIANCHI NATURE'S D/BARBA;Prodotti per la barba;11.25;0.00;12.17
925392401;BENOIT FIORI DI BACH WILD ROSE;;11.24;0.00;12.00
951153877;CH GIOCO TURBO TOUCH AUTO SPOR;Giochi;11.24;0.00;12.56
979800859;OCCHIOBELLO GTT OCUL 10FL;Preparati;11.24;0.00;12.50
980189649;EASY LIQUID VITAMIN C 15ML;Sistema immunitario,Vitamine;11.24;0.00;9.80
051304083;NUX VOMICA BOI*9CH 3TUBI GR 4G;;11.24;0.00;11.25
907041851;SYS BETULLA GOCCE 50ML;;11.24;0.00;12.82
902541768;TSA ARTEMISIA VULGARIS 50ML;Alimentari;11.23;0.00;12.90
900538962;MELISSA 17 50ML TM;;11.23;0.00;11.74
901490627;ZINCODERM PASTA CREMOSA 100ML;Corpo;11.23;0.00;12.00
971247770;ALGEM MANUKA SPRAY 30ML;Gola;11.23;0.00;12.22
951300666;ONUP VITAMINA D 60GOMM;Apparato muscolo scheletrico;11.23;0.00;12.01
923301600;RIDERMA CREMA MANI/UNGHIE;Idratanti / Nutrienti;11.23;0.00;12.05
984812204;ORG PH BEARD NOURISHING BALM;Prodotti per la barba;11.22;0.00;11.50
906639366;GINKGO BILOBA ES TIT 50 CPS;Tonici psico/fisici;11.22;0.00;12.61
048833457;PULSATILLA PRAT DYN*200CH GR;;11.22;0.00;10.50
905067676;SERENITA SONNO GOCCE 30ML;Calmanti;11.22;0.00;9.72
881321069;LUESINUM 200CH GR;;11.22;0.00;10.50
907042574;SYS PASSIFLORA GOCCE 50ML;Alimentari;11.22;0.00;10.76
800890321;APIS MELLIFICA 200CH GR;;11.22;0.00;10.50
881113284;STREPTOCOCCINUM 200CH GR;;11.22;0.00;10.50
050375272;ACONITUM NAPELLUS DYN*200CH GR;;11.22;0.00;10.50
800926091;PHOSPHORUS FLAVUS 200CH GR;;11.22;0.00;10.50
925392045;BENOIT FIORI DI BACH AGRIMONY;;11.21;0.00;12.00
980526065;ALIGASTRIL POLVERE 20STICK;Antiacidi;11.21;0.00;12.60
981365404;RHINOLFA OLIO ESSENZIALE 10ML;Deodoranti / balsamici;11.21;0.00;12.10
800893986;BELLADONNA 200CH GR;;11.21;0.00;10.50
981513132;QUINTON SPRAY NAS PEDIATRICO;Naso,Infanzia;11.21;0.00;12.38
975895804;GINKGO BILOBA 40CPS;Tonici psico/fisici;11.20;0.00;11.49
975525282;J BIMBI BFREE BH 4+M 2S TR/VI;Strumenti e accessori;11.20;0.00;11.90
930114362;FLORAP LADY 20 OPR 500MG;Fermenti lattici;11.20;0.00;10.85
912463837;CH VASINO PAPEROT CON CONT;Strumenti e accessori;11.19;0.00;14.22
901978419;ONICO FIX OLIO EMOLLIENTE;Unghie;11.19;0.00;12.22
902198694;FIORI DI BACH 26 ROCK ROSE GTT;;11.19;0.00;12.00
906020033;AINSWORTHS BEECH 10ML;;11.19;0.00;12.95
902581418;RABARBARO 45TAV LINDAS;Stipsi e transito intestinale;11.18;0.00;12.62
984811962;SHAMPOO ANTIFORFORA 200ML;Topici;11.18;0.00;10.10
800932713;SILICEA 200CH 5G GR;;11.18;0.00;10.50
989630734;NIAGARA COLLUTORIO 200ML;Collutori;11.18;0.00;11.52
912165180;PSYCHO EMOTIONAL 6 SCORAGGIAME;;11.18;0.00;11.45
046553018;TILCA*SPRAY SUBL 1FL 30ML;;11.18;0.00;10.60
911167765;ALCHEMILLA 60ML TM;;11.18;0.00;11.48
924099791;FAVE DI CACAO BIO 200G;Alimentari;11.17;0.00;12.12
979660709;EMUNDA DETERGENTE CORPO 300ML;;11.17;0.00;12.01
933501506;ROSA CREMA NUTRIENTE MANI 75ML;Idratanti / Nutrienti;11.16;0.00;11.56
975083460;ACTIVE MEMORY SOLETTA BAMBOO40;Calzature;11.16;0.00;12.41
990093953;SALI DI ISCHIA SINERGIE OE E/R;Anticellulite / smagliature / rassodanti;11.15;0.00;12.16
984775965;NATURMIL IPERICO 230MG 90CPS;Calmanti;11.15;0.00;10.67
908447651;COLLARE CERV MORB GR;Articoli contenitivi;11.15;0.00;12.45
990093940;SALI DI ISCHIA SINERGIE OE RID;Anticellulite / smagliature / rassodanti;11.15;0.00;12.16
920339013;FITOMATER OLIVO 50ML;;11.15;0.00;11.30
909310029;ECHINACEA 59 50ML TM;;11.15;0.00;10.45
909466310;CALENDULA OFF 60ML TM;;11.15;0.00;10.55
909467298;SOLIDAGO VIRGA AUREA 60ML TM;;11.14;0.00;11.15
905888537;TRONCHESE UNGHIE MANI;Unghie,Piedi;11.14;0.00;12.69
048978199;ALLIUM CEPA DYN*200CH GR;;11.14;0.00;10.50
900523578;BOLDO 60ML TM;;11.14;0.00;11.15
945108227;PANETTONE COF DOLC MANI CR+SAP;Idratanti;11.14;0.00;12.98
909466082;AESCULUS HIPPOCAST 60ML TM;;11.14;0.00;11.15
984776207;NATURMIL OMEGA 3 500MG 120PRL;Circolazione;11.13;0.00;11.78
952126466;ASHWAGANDHA 30CPR;Calmanti;11.13;0.00;11.89
920586979;PROTECTION SPOTON CANE0-10 5X3;Antiparassitari/Disinfettanti;11.13;0.00;11.66
982531992;ADERMA A-D BIOLOGY ACQ MI200ML;Detergenti / struccanti;11.12;0.00;11.15
982466169;MEDIPHARMA OLIVENOL MOISTUR CR;Tonici / idratanti;11.12;0.00;11.82
902193313;GUARANA 100CPS 430MG;;11.12;0.00;12.54
907043552;LES RIBES NIGRUM GOCCE 50ML;Alimentari;11.12;0.00;10.36
904711239;BRACCIALE PED SFIGMO DIGIT;Autodiagnostici;11.12;0.00;11.50
971650559;SUCCHIETTO U SOFT 0/6M 211/20;Strumenti e accessori;11.11;0.00;11.24
985773201;ALOE VERA CREMA 3IN1 BIO AIAB;Idratanti;11.11;0.00;10.50
900830391;SANASE 20BUST;Associazioni vitamine-proteine;11.11;0.00;12.26
934850189;PAPPA REALE FRESCA 10G;Alimentari;11.10;0.00;9.95
921582437;PAUSA SLIM 60CPR;Menopausa,Controllo del peso;11.10;0.00;13.96
904057243;DENTALMAX GEL STOMATOLOGICO 50;Veterinaria;11.10;0.00;11.82
979803475;ALIVIS MGKC 14BUST;Minerali;11.10;0.00;13.65
907043246;LES CITRUS LIMONUM GOCCE 50ML;;11.09;0.00;11.10
911178236;SPIREA 60ML TM;;11.09;0.00;14.70
046554010;ALLIUR*SPRAY SUBL 1FL 30ML;;11.09;0.00;12.04
910570023;WINTERGREEN OE 10ML;Deodoranti / balsamici;11.09;0.00;12.52
046508014;MERIBEN*SPRAY SUBL 1FL 30ML;;11.09;0.00;9.21
990460014;CH CUCCHIAIO SIL DOPP ROSA 6M+;Accessori per l'alimentazione;11.09;0.00;13.00
046548018;EBEL*SPRAY SUBL 1FL 30ML;;11.09;0.00;12.48
800250969;IGNATIA AMARA LMK GL;;11.09;0.00;10.15
046556015;PODVIT*SPRAY SUBL 1FL 30ML;;11.09;0.00;9.62
911177032;RIBES NERO 60ML TM;;11.08;0.00;11.48
933930962;NICLATUSS 200ML;Tosse;11.08;0.00;12.32
950406886;DR FILLERMAST SPRAY 30+ 200ML;Corpo,Corpo;11.08;0.00;12.64
900905112;SANDALO OLIO ESSENZIALE 10ML;;11.08;0.00;12.38
989417643;NOMAL 30CPR;Apparato uro-genitale;11.08;0.00;12.02
046524017;DROS*SPRAY SUBL 1FL 30ML;;11.08;0.00;9.62
970451833;CLORENOIL 200ML;Corpo;11.08;0.00;12.54
977709930;AMPELOPSIS WEI BOIRON MG 60ML;Alimentari;11.08;0.00;10.89
907174445;SYS PARTENIO GOCCE 50ML;Alimentari;11.07;0.00;11.07
927762498;BIOKERATIN ACH8 7/D BIONDO DOR;Tinte;11.07;0.00;12.22
975094347;VALGOSAN ALLUCE VALG DX 1PZ;Articoli contenitivi;11.07;0.00;12.74
901273666;ORIONE 9191 COL CER RIG REG M;Articoli contenitivi;11.07;0.00;12.36
901380562;NOVORMS 50TAV 780;;11.06;0.00;9.61
910040322;LARCH 10ML DI LEO;;11.06;0.00;11.80
975525294;J BIMBI BFREE BH 4+M 2S TR/VE;Strumenti e accessori;11.06;0.00;13.73
910040435;SWEET CHESTNUT 10ML DI LEO;;11.06;0.00;11.80
907043208;LES CARPINUS BETULUS GOCCE50ML;;11.05;0.00;11.06
938833807;ACTIYIN 2GI GOCCE 50ML;;11.05;0.00;9.54
951366196;PEDIAVIT CARAMELLE GOMM NF60PZ;Associazioni minerali-vitamine-aminoacidi,Infanzia;11.05;0.00;12.75
974881791;WINTER VIT C PLUS SUPER 30CPR;Sistema immunitario;11.05;0.00;12.16
900165477;MANOMETRO FAMILY SFIGMO;Sfigmomanometri,Elettromedicali;11.05;0.00;11.82
939469300;VANIGLIA BI NATURE'S CR 100ML;Idratanti;11.05;0.00;12.12
943029898;NUTRIDEF SPRAY PROPOLI 30G;Gola;11.04;0.00;12.61
910569969;SANTOREGGIA OE 10ML;;11.04;0.00;12.12
934718988;CITOYANG CURCUMA GOCCE 50ML;Sistemici;11.04;0.00;11.06
907043172;LES BETULA PUBESCENS GOCCE50ML;;11.04;0.00;10.45
975580541;B7 FIDEM TRONCHESE PELLE;Accessori;11.04;0.00;12.30
049061334;IGNATIA AMARA DYN*CMK GL;;11.03;0.00;12.94
905733453;LEO VACCINIUM 100ML;Sistema immunitario;11.03;0.00;10.46
924178193;RINOREX FLU DOCCIA NASALE 10FL;Naso;11.03;0.00;12.28
907043261;LES CORYLUS AVELLANA GOCCE50ML;;11.03;0.00;11.03
975588005;MUCOLID PROTECTION 150ML;Antiacidi;11.01;0.00;10.27
934835719;EUPHIDRA AMIDO CR SMAGLIATURE;Anticellulite / smagliature / rassodanti;11.01;0.00;13.23
907255501;ARMONIC G7 70GR;;11.01;0.00;11.93
925422988;STRAPPAL CM4X10MT FARMACIA;Bende e garze;11.00;0.00;12.16
910897976;CALMAREM GOCCE 50ML;Calmanti;11.00;0.00;12.29
800467502;SABAL SERRULATA 60ML TM;;11.00;0.00;11.15
988175194;AKILEINE VERDE CREMA A/TRA75ML;Profumi / deodoranti;11.00;0.00;12.57
906859614;MUCILLAGINE MALVA 100ML;Alimentari;11.00;0.00;12.56
800028161;VITIS VINIFERA 60ML MG;;11.00;0.00;11.15
900523337;ANGELICA ARCANGELICA 60ML TM;;11.00;0.00;11.15
911176105;PILOSELLA 60ML TM;;11.00;0.00;11.81
900538834;CAMOMILLA 7 50ML TM;;10.99;0.00;12.24
800932372;SEPIA 200CH GR;;10.99;0.00;10.50
909476602;HALICAR CREMA 50G;;10.98;0.00;11.51
988175182;AKILEINE ROSSA GEL FRESCH VIVA;Piedi;10.98;0.00;13.73
912165192;PSYCHO EMOTIONAL 7 PREOCCUPAZI;;10.98;0.00;12.00
933937524;CITOYANG UNCARIA GOCCE 50ML;Tonici psico/fisici;10.98;0.00;10.64
934433412;LACTO PIU 3MILIARDI 12FL;Fermenti lattici;10.98;0.00;10.14
982145575;FOGLIE DI TE' BAGNOSCHIUMA;Igiene;10.98;0.00;10.66
800165920;CALENDULA 4% POM 20G TM;;10.98;0.00;10.55
902875018;ULTIMATE OPTIMUM DAY 60CPR;Preparati;10.98;0.00;12.28
934719016;CITOYANG MAIS GOCCE 50ML;Sistemici;10.98;0.00;10.98
938561483;PATCHOULY BAGNOSCHIUMA 250ML;Igiene;10.98;0.00;10.66
988746614;PURES SINUS SPRAY RESP 15 ML;Naso;10.98;0.00;12.33
908010921;AKILEINE VERDE POLVERE ASS;Piedi;10.97;0.00;11.90
979398310;MUSTELA LATTE DI TOILETTE200ML;;10.97;0.00;13.13
905360537;ANANAS MACERATO IDROALCOLICO;;10.97;0.00;9.91
986004683;PERLATOX 600 200ML;Tosse;10.97;0.00;11.80
972132714;ID BELT SUPER PANN MUT M 14PZ;Pannolini;10.97;0.00;11.80
931749992;AKILEINE BLU HYDRA DEFENSE;Piedi;10.96;0.00;12.50
046205011;IMO 10*1FL SPRAY SUBL 30ML;;10.96;0.00;9.62
903764936;PHYTOGAMBE FITOCOMPLESSO GOCCE;Circolazione;10.96;0.00;13.82
924949252;GEHWOL ANELLO DITA MINI 2PZ;Piedi;10.96;0.00;12.00
908052121;ARKOCPS OLIVO BIO 45CPS;Drenanti;10.96;0.00;10.56
938092855;BIOKAP NUTRIC BALSAMO 200ML;Balsami;10.95;0.00;10.14
987478789;GOLAMIR SPRAY FORTE 30ML;Gola;10.95;0.00;11.45
925392159;BENOIT FIORI DI BACH GENTIAN;;10.95;0.00;11.88
979656271;PROACTION AVENA PANCAKE CR NOC;Preparati;10.95;0.00;12.17
971242476;ALGEM MANUKA SED 200ML;Tosse;10.95;0.00;11.66
913779221;FITOMATER MIRTILLO NERO 50ML;;10.95;0.00;11.30
938446681;TRYSAN ALFASEBO SH C SEBO 125;Shampoo;10.95;0.00;12.00
938426549;HARPAGODERM POM 50ML;Apparato muscolo scheletrico;10.95;0.00;12.30
904107467;EQUILIBRE CR FLOREALE 30ML;;10.95;0.00;11.88
982529568;PURES ARGAN OLIO 50 ML;Idratanti;10.95;0.00;10.13
938854421;TAGLIAPILLOLE;Materiale per Farmacie;10.95;0.00;13.82
913519474;MEPORE FILM&PAD MED AD 5X7CM;Disinfettanti e medicazioni;10.95;0.00;12.90
975083508;ACTIVE MEMORY SOLETTA BAMBOO44;Calzature;10.94;0.00;12.17
902095025;KERAMINE H FASC AV 10F 10ML;Trattamenti;10.94;0.00;11.88
906013634;ARMONIC 1 AGRIMONY 70GR;;10.94;0.00;11.93
950055222;CH TAZZA GLOWING VERDE;Accessori per l'alimentazione;10.93;0.00;11.84
975193931;NATUR UNIQUE IALU MAT OCCHI NE;Trucco;10.93;0.00;11.78
942833397;ARMORES NATURA VITAMINA D 20ML;Minerali;10.93;0.00;11.89
938833845;ACTIYIN 5IT GOCCE 50ML;;10.92;0.00;10.23
881051306;TUBERCOLINUM KOCH 200CH GR;;10.92;0.00;10.50
971242490;ALGEM MANUKA SED JUNIOR 200ML;Tosse,Preparati;10.92;0.00;11.81
971247857;DIVET EO CREMA 30ML;Veterinaria;10.91;0.00;12.14
944139777;IUXTA RINO GOCCE 50ML;Naso;10.91;0.00;12.00
047584317;STAPHYSAGRIA DYN*200CH GR;;10.91;0.00;10.59
047934841;ARGENTUM NITRIC DYN*CMK GL;;10.91;0.00;9.91
987317930;APROPOS BEESTRONG EXTRA 12BUST;Tonici psico/fisici;10.91;0.00;9.94
912294523;EPITACT DIGITUBE GEL SIL L1X10;Piedi;10.90;0.00;11.73
927296879;DIFESA JUNIOR GOCCE ORALI 30ML;Sistema immunitario,Preparati;10.90;0.00;12.46
983303227;ROSA PURPUREA BAGNOGEL 250ML;Esfolianti;10.90;0.00;10.66
988099040;DRENAX FORTE EPATONIC 30CPR;Fegato;10.90;0.00;10.45
907392688;LES SORBUS DOMESTICA GOCCE50ML;;10.90;0.00;10.91
901041968;AMPOLLA MB2 C/BOCC NAS 471080;Raffreddore,Tosse,Naso;10.89;0.00;12.18
951874712;DERMATUL PERIOFILM 10G;Patologie di bocca e labbra;10.89;0.00;11.16
902297581;CAL MAG PLUS 60CPR;Minerali;10.89;0.00;8.58
981389378;DERMON IDRATANTE CORPO 250ML;Idratanti;10.89;0.00;11.60
900539204;BOLDO 33 50ML TM;;10.88;0.00;11.73
913481343;CARMIN GAS PLUS 45CPS;Meteorismo;10.88;0.00;8.69
982491488;CURAPROX TRAVEL SET YELLOW;Accessori per la pulizia dei denti;10.88;0.00;11.68
901537403;CREMA MANI LIMONE 75ML;Idratanti / Nutrienti;10.88;0.00;11.56
906355526;EQUILIBRE 1 GOCCE 30ML;Tonici psico/fisici;10.88;0.00;9.96
924451584;ALLORO QUINTESSENZA SPRAY;Gola;10.88;0.00;12.17
937395871;EUPH ROSSOLAB MAT RM02;Trucco;10.87;0.00;9.93
913516389;FITOMATER BIANCOSPINO 50ML;;10.87;0.00;11.30
913516466;FITOMATER IPERICO 50ML;;10.87;0.00;11.30
971247782;ALGEM MANUKA SPRAY JUNIOR 30ML;Gola,Preparati;10.86;0.00;11.29
983674161;CH GIOCO RICCIO DOU DOU ECO+;Giochi;10.86;0.00;11.33
038135048;KALOBA*OS GTT 20ML;Raffreddore;10.86;0.00;10.87
907043362;LES JUNIPERUS COMMUNIS GTT50ML;;10.86;0.00;10.27
881028702;LEDUM PALUSTRE 200CH GR;;10.86;0.00;10.50
909239612;FPI BIANCOSPINO TM 50ML;Circolazione;10.85;0.00;12.02
903927630;TATTOO GEL 50ML;Idratanti;10.85;0.00;12.00
924784921;CLIAPID SHAMPOO 250ML;Preparati,Shampoo;10.84;0.00;12.00
984907651;ERGYPHILUS ENFANTS 14BUST;Sistema immunitario;10.84;0.00;12.33
987749153;GSE ENTERO GAX 16CPR;Meteorismo;10.84;0.00;9.14
990037590;RIBECOX LIP TRATT EMOL LABBRA;Protettivi per labbra;10.84;0.00;11.56
900717873;AERMIT 50TAV 0,5G 722;;10.84;0.00;9.97
938040894;REYDRATE MG+K 20BUST;Apparato muscolo scheletrico;10.83;0.00;10.27
800657429;BARYUM CARBONICUM 200K GR;;10.83;0.00;9.92
