tenant,sku,nome,click7,spesa7,pos,stock,vend_rete_15g,carrello90,azione
Papa,950082370,CLINNIX AKNE DETERGENTE 250ML,2,0.66,7,0,0,16,CARRELLO
Papa,949879290,PROFLUID PET SCIROPPO 85ML,2,0.66,12,0,0,2,CARRELLO
Papa,951380373,AFLOXAPROST 15STICK PACK,2,0.66,6,0,0,0,VALUTA_taglio
Papa,951358340,DORSOLOMBOTECH CORSETTO TG 3,2,0.66,6,0,1.00,21,SPINGI_vende_rete15g
Papa,951210703,SAUBER DEOCARE CREMA 35ML,2,0.66,1,0,1.00,0,SPINGI_vende_rete15g
Papa,951121843,MICALMO 12FL 10ML,2,0.66,4,0,8.00,0,SPINGI_vende_rete15g
Papa,901132682,TIAL SKIN LOZ VISO 50ML,2,0.66,5,0,1.00,0,SPINGI_vende_rete15g
Papa,980818823,LINES SPEC LADY EXTRA 8PZ,2,0.66,3,0,0,39,CARRELLO
Papa,921391948,DAMIANA & MUIRA PUAMA 100PAST,2,0.66,6,0,0,0,VALUTA_taglio
Papa,950065957,MITOCOLIN 30CPR DIVISIBILI,2,0.66,3,0,0,0,VALUTA_taglio
Papa,951032667,CONTRACTA DOL CEROTTO 5PZ,2,0.66,2,0,0,0,VALUTA_taglio
Papa,950305209,CARDIOSMILE FITOSTEROLI 30BUST,2,0.66,7,0,5.00,0,SPINGI_vende_rete15g
Papa,921394235,NATURAFLORA PLUS 60CPS VEG,2,0.66,10,0,4.00,0,SPINGI_vende_rete15g
Papa,950566505,EURECIT 20STICK PACK OROSOLUB,2,0.66,8,0,4.00,0,SPINGI_vende_rete15g
Papa,909210128,SAFETY Allume di Rocca 120g,2,0.66,3,0,3.00,0,SPINGI_vende_rete15g
Papa,987254822,EBERFLOR 15CPR,2,0.66,99,0,0,0,VALUTA_taglio
Papa,028523013,METRONIDAZOLO SAME*GEL 30G 1%,2,0.66,11,0,2.00,0,SPINGI_vende_rete15g
Papa,934509694,MATT BEN VIGORE 20CPR EFFERV,2,0.66,5,0,0,0,VALUTA_taglio
Papa,950302327,ORALMEDIC TRATTAMENTO AFTE,2,0.66,9,0,0,0,VALUTA_taglio
Papa,900106776,GARZA BACTIGRAS 10X10CM 10PZ,2,0.66,2,0,10.00,0,SPINGI_vende_rete15g
Papa,983274186,LINES SPECIALIST Derm Sagomato Sup,2,0.66,6,0,18.00,0,SPINGI_vende_rete15g
Papa,986705489,ELIFRI 30CPS,2,0.66,3,0,0,0,VALUTA_taglio
Papa,986967533,XAMAMINA REFLUSSO 0-12 200ML,2,0.66,11,0,3.00,0,SPINGI_vende_rete15g
Papa,988195689,EOS BIOVERDE INTIMO C 300ML,1,0.33,7,0,2.00,0,SPINGI_vende_rete15g
Papa,940051814,LENILID SALVIETTE PERIOC 20PZ,1,0.33,8,0,0,36,CARRELLO
Papa,908447358,GIBAUD ORTHO ORTESI RIZOARTRO1,1,0.33,5,0,0,0,VALUTA_taglio
Papa,950405439,URIPYR 30BUST,1,0.33,8,1,1.00,16,SPINGI_vende_rete15g
Papa,940000399,DEFLUX 20STICK MONODOSE 10ML,1,0.33,12,0,1.00,0,SPINGI_vende_rete15g
Papa,931644417,HYDRATEE CR GG RIGEN FOTOP30ML,1,0.33,8,0,1.00,1,SPINGI_vende_rete15g
Papa,984829729,Tau Marin Dentif Menta Del75ml,1,0.33,5,11,0,0,VALUTA_taglio
Papa,004853014,VALERIANA DISPERT*30CPR 45MG,1,0.33,10,1,0,0,VALUTA_taglio
Papa,984829731,Tau Marin Dentif Menta 75ml,1,0.33,3,12,0,0,VALUTA_taglio
Papa,950240388,ZUCCARIN ZUCCHERO&COLEST 60CPR,1,0.33,99,0,0,0,VALUTA_taglio
Papa,908478047,GIBAUD POLS RIGH BEI 6CM 0,1,0.33,1,1,0,0,VALUTA_taglio
Papa,908560269,GARZA JELONET 10X10CM 10BUST,1,0.33,99,0,0,0,VALUTA_taglio
Papa,908579004,KLOMA STIM LOZIONE 100ML,1,0.33,8,0,5.00,0,SPINGI_vende_rete15g
Papa,908583394,KODERM CREMA BARRIERA 75ML,1,0.33,8,0,0,0,VALUTA_taglio
Papa,988141343,DERMOVITAMINA CALM CR RICCA,1,0.33,17,0,0,17,CARRELLO
Papa,908726843,NEO MOM POLVERE 20G,1,0.33,2,3,0,0,VALUTA_taglio
Papa,908755073,AMUCHINA 100% 250ML,1,0.33,99,0,0,0,VALUTA_taglio
Papa,950222556,VITREONORM TASK 20STICK,1,0.33,6,0,8.00,15,SPINGI_vende_rete15g
Papa,984901203,PROBIOS FIOCCHI AVENA INTEGR,1,0.33,99,0,0,0,VALUTA_taglio
Papa,950211678,PROSVIS 400PAST,1,0.33,7,0,3.00,0,SPINGI_vende_rete15g
Papa,931656781,TAE X ACNIS CREMA 60ML,1,0.33,3,0,0,0,VALUTA_taglio
Papa,984903322,MITERA 30CPR+30CPS,1,0.33,8,0,5.00,15,SPINGI_vende_rete15g
Papa,908890484,M-AID OPTOMED GARZA 10PZ,1,0.33,5,5,5.00,0,SPINGI_vende_rete15g
Papa,927178703,EUMETAB 30CPS,1,0.33,3,0,0,21,CARRELLO
Papa,950081772,EPAVIS T 80PAST,1,0.33,6,0,0,3,CARRELLO
Papa,900411101,MOST GEL ASTRINGENTE 50ML,1,0.33,5,0,2.00,12,SPINGI_vende_rete15g
Papa,909125724,VMP PASTA GATTI 50G,1,0.33,7,0,0,0,VALUTA_taglio
Papa,932220205,RIBES PET ULTRA SHAMPOO/BALS,1,0.33,11,0,7.00,50,SPINGI_vende_rete15g
Papa,987258908,NUTRIFREE SUPER CRUNCH MUE NOC,1,0.33,99,0,0,0,VALUTA_taglio
Papa,950056844,BUTIRBIOMA RM ORO 20STICK,1,0.33,8,0,11.00,0,SPINGI_vende_rete15g
Papa,900360254,IDRASTIN CREMA RIGENERANTE50ML,1,0.33,3,0,3.00,0,SPINGI_vende_rete15g
Papa,909376624,UNDECIN A DETERGENTE 200ML,1,0.33,11,0,3.00,0,SPINGI_vende_rete15g
Papa,950054522,PERVENE PLUS 30CPR,1,0.33,8,0,4.00,0,SPINGI_vende_rete15g
Papa,989691112,Betotal Energy Boom 20stick,1,0.33,9,3,4.00,8,SPINGI_vende_rete15g
Papa,935610358,VENESAN 30CPR,1,0.33,4,0,1.00,0,SPINGI_vende_rete15g
Papa,911974881,REV ACNOSAL SPRAY 125ML,1,0.33,11,0,0,0,VALUTA_taglio
Papa,950032565,GLIFOSAFE 14BUST,1,0.33,8,0,4.00,0,SPINGI_vende_rete15g
Papa,989850514,KIJIMEA COMPLETE 111CPS,1,0.33,7,0,4.00,0,SPINGI_vende_rete15g
Papa,005638022,LUAN*GEL 100G 1% CHIRURGICO,1,0.33,10,1,2.00,0,SPINGI_vende_rete15g
Papa,912051657,RAPUNZEL BRODO VEG POLV 500G,1,0.33,99,0,0,0,VALUTA_taglio
Papa,986719476,KURAC MOUSSE DETERGENTE 100ML,1,0.33,8,0,0,0,VALUTA_taglio
Papa,939029967,NAVIBLEF DAILY CARE 50ML,1,0.33,25,0,4.00,17,SPINGI_vende_rete15g
Papa,989397599,INTOLERAN Duo Gut Support 60 Cps,1,0.33,3,0,0,0,VALUTA_taglio
Papa,984904882,EON-DK2 GOCCE 30ML,1,0.33,4,0,2.00,16,SPINGI_vende_rete15g
Papa,989980937,METAFOLIC+ 30CPS,1,0.33,13,0,0,0,VALUTA_taglio
Papa,927592764,"OPTIVE FUSION UD 30FLAC 0,4ML",1,0.33,14,0,0,13,CARRELLO
Papa,986737930,CUTISEB SHAMPOO 200ML,1,0.33,6,0,0,0,VALUTA_taglio
Papa,912344734,MENOCOMPLEX 60CPS,1,0.33,2,0,3.00,0,SPINGI_vende_rete15g
Papa,913453054,GENACOL ORIGINAL 90CPS,1,0.33,5,0,0,0,VALUTA_taglio
Papa,949993455,HDLGELAR FREE 45CPS,1,0.33,12,0,4.00,4,SPINGI_vende_rete15g
Papa,949898035,BROVAS 1000 30CPR,1,0.33,9,0,2.00,24,SPINGI_vende_rete15g
Papa,025561073,SOFARGEN*CREMA 120G 1%,1,0.33,9,1,15.00,12,SPINGI_vende_rete15g
Papa,989243530,IAP FLEURS D'AGRUMES VERV 150,1,0.33,3,0,0,0,VALUTA_taglio
Papa,920325154,CRE CREMA MANDORLE BIANCA 200G,1,0.33,13,0,1.00,0,SPINGI_vende_rete15g
Papa,949897870,PRONTEX XGO MISUR PRESS POLSO,1,0.33,8,0,0,0,VALUTA_taglio
Papa,921232450,PESCURA FLAT ORIG BYCAST SAB43,1,0.33,9,0,1.00,0,SPINGI_vende_rete15g
Papa,934545423,PRINCIPIUM EPA-3 FISH 90CPS,1,0.33,9,0,18.00,0,SPINGI_vende_rete15g
Papa,939018230,AGIN DETERGENTE 1000ML,1,0.33,13,0,0,0,VALUTA_taglio
Papa,921383307,PANE CARASAU 250G,1,0.33,4,0,0,0,VALUTA_taglio
Papa,986738793,Oralb Pw Refill Crossact Bk5pz,1,0.33,4,1,1.00,0,SPINGI_vende_rete15g
Papa,949842544,GYNO-CANESCYSTIL CISTIPRO14BUS,1,0.33,5,3,0,39,CARRELLO
Papa,930164708,CHERADERM 10 CREMA CORPO 450ML,1,0.33,3,0,1.00,0,SPINGI_vende_rete15g
Papa,930197619,NEW VAPINAL INALATORE TERMALE,1,0.33,2,24,0,0,VALUTA_taglio
Papa,921384436,CONTROKAL 60CPR,1,0.33,18,0,0,0,VALUTA_taglio
Papa,949697318,BUONERBE FORTE 90CPR,1,0.33,9,0,15.00,15,SPINGI_vende_rete15g
Papa,900354376,FLEBORAL 300 5CPS,1,0.33,5,1,1.00,0,SPINGI_vende_rete15g
Papa,935008932,UNIFERRO FORTE 30CPS,1,0.33,8,0,0,0,VALUTA_taglio
Papa,949502811,CALMACID 40TAV MASTICABILI,1,0.33,7,0,0,28,CARRELLO
Papa,921890366,ARNICA GEL 90% 100ML,1,0.33,10,0,1.00,0,SPINGI_vende_rete15g
Papa,932428422,RECONNETTIVAL C RETARD 60CPR,1,0.33,99,0,0,0,VALUTA_taglio
Papa,930214541,"EMOFORM PLAKOUT ACT0,20% COLLU",1,0.33,8,0,9.00,0,SPINGI_vende_rete15g
Papa,948186770,PRINCIPIUM REFLUMAX ACI24STICK,1,0.33,9,0,7.00,0,SPINGI_vende_rete15g
Papa,989983438,PSIPROTO ELISIR 30CPS GASTRORE,1,0.33,11,0,4.00,12,SPINGI_vende_rete15g
Papa,984904995,PHYSIOGEL SOLLIEVO CALM CR VIS,1,0.33,10,0,2.00,0,SPINGI_vende_rete15g
Papa,984907737,RISO ROSSO E COENZIMA Q10 30G,1,0.33,9,0,1.00,0,SPINGI_vende_rete15g
Papa,922321486,ELASTICUS 180PAST,1,0.33,8,0,2.00,0,SPINGI_vende_rete15g
Papa,948162918,MEDILEN POLVERE 100G,1,0.33,7,0,1.00,0,SPINGI_vende_rete15g
Papa,990001861,Zzzquil Sonno+ Antistress28cps,1,0.33,10,21,2.00,0,SPINGI_vende_rete15g
Papa,948014600,TIGER PLUS 20CPR,1,0.33,8,0,0,11,CARRELLO
Papa,947261994,SKINPROJECT RADIANCE CR VISO,1,0.33,5,0,2.00,0,SPINGI_vende_rete15g
Papa,947256828,FUSION WATER COLOR BRONZE 50ML,1,0.33,6,0,1.00,0,SPINGI_vende_rete15g
Papa,922472143,DEPURATIVO FEGATO POTENZIATO,1,0.33,14,0,0,0,VALUTA_taglio
Papa,922764283,RETOPIX SPRAY CANE/GATTO 100ML,1,0.33,7,0,0,0,VALUTA_taglio
Papa,990001998,MULTILADY 60CPS VEGET NF,1,0.33,99,0,0,0,VALUTA_taglio
Papa,930274319,FOOTCARE SPR VERRUCHE 50ML E1,1,0.33,3,6,0,0,VALUTA_taglio
Papa,922925767,OTOSAN GOCCE AURIC BIO 10ML,1,0.33,18,0,0,0,VALUTA_taglio
Papa,947247021,CREMA CORPO NUTRIENTE 250ML,1,0.33,1,5,0,0,VALUTA_taglio
Papa,044958015,FMS CROTALUS COMPLEX*30ML GTT,1,0.33,1,0,0,9,CARRELLO
Papa,923005920,NEUROXAL 30CPR RETARD,1,0.33,7,0,0,0,VALUTA_taglio
Papa,923451987,OLIO DI COCCO 200G,1,0.33,5,0,0,26,CARRELLO
Papa,938993223,URGOCLEAN AG/SILVER 6X6CM 5PZ,1,0.33,6,0,4.00,0,SPINGI_vende_rete15g
Papa,947244618,CAROBIN PET FORTE 30CPR,1,0.33,19,0,4.00,41,SPINGI_vende_rete15g
Papa,947236865,ARTIGLIO DEL DIAVOLO CREMA,1,0.33,99,2,0,0,VALUTA_taglio
Papa,984999007,VERAVIS T SUPREMO GRANI CO 1KG,1,0.33,6,0,0,87,CARRELLO
Papa,923555116,REMOVER SPRAY ADESIVI MEDICALI,1,0.33,3,0,0,3,CARRELLO
Papa,923743292,TONAC PLUS 20BUST,1,0.33,99,0,0,0,VALUTA_taglio
Papa,985000645,ANTHELIOS FLU OIL UV MUNE 50+A<,1,0.33,14,0,0,0,VALUTA_taglio
Papa,985520814,CAPINERV DOL CEROTTI 5PZ,1,0.33,5,0,0,0,VALUTA_taglio
Papa,987279751,Pancia Piatta Dren500ml Frutti,1,0.33,1,8,0,0,VALUTA_taglio
Papa,900095528,BENEX POMATA 100ML,1,0.33,11,0,4.00,0,SPINGI_vende_rete15g
Papa,989638818,SINOVIAL HL 90 SIR INTRA-ART,1,0.33,6,0,0,68,CARRELLO
Papa,800220701,HOMEOS 17 GOCCE 50ML,1,0.33,3,0,1.00,0,SPINGI_vende_rete15g
Papa,947226938,FLOGONOX 10CPR,1,0.33,18,0,0,0,VALUTA_taglio
Papa,930276769,"YABRO 10F 3ML AC IALUR 0,3%",1,0.33,20,0,1.00,15,SPINGI_vende_rete15g
Papa,985574591,SENSITIV EVO SPRAY 200ML,1,0.33,8,0,0,1,CARRELLO
Papa,947130098,IPNOREM GOCCE 30ML,1,0.33,14,0,4.00,0,SPINGI_vende_rete15g
Papa,924055635,NUTRIFREE PANGRATTATO 500G,1,0.33,5,0,0,0,VALUTA_taglio
Papa,924178914,COMPLETA CANI 50CPR,1,0.33,7,0,3.00,0,SPINGI_vende_rete15g
Papa,924217286,RESCUE REMEDY 50ML,1,0.33,6,0,0,0,VALUTA_taglio
Papa,990019287,CAPELLO SANO A/AGE 120Past.SVS,1,0.33,99,0,0,0,VALUTA_taglio
Papa,924526217,SCIROPPO PERE MICHEL 200ML,1,0.33,8,0,0,0,VALUTA_taglio
Papa,924546221,CARPINO BI 500ML ANALCO GEM10+,1,0.33,14,0,1.00,0,SPINGI_vende_rete15g
Papa,985580885,BIOMAGERD 20STICKPACK,1,0.33,6,0,11.00,15,SPINGI_vende_rete15g
Papa,947089140,PROLIFE LACTOBACILLI 7FL,1,0.33,9,0,2.00,22,SPINGI_vende_rete15g
Papa,938805633,DERMOVITAMINA CALM SENSIC500ML,1,0.33,1,16,0,167,CARRELLO
Papa,945136467,PEROGNIDOL FORTE 15ML,1,0.33,6,0,22.00,52,SPINGI_vende_rete15g
Papa,945025625,OXIMIX VITA B METIL 60CPS,1,0.33,4,0,0,0,VALUTA_taglio
Papa,930381494,NEPETASATIVA MACERATO CAIRA,1,0.33,6,0,0,0,VALUTA_taglio
Papa,924729371,CH SPAZZOLA E PETTINE ROSA,1,0.33,99,6,0,0,VALUTA_taglio
Papa,930530720,DERMAFRESH IPERSUDOR PIEDI 100,1,0.33,3,7,1.00,0,SPINGI_vende_rete15g
Papa,944725694,DERMOLIVO OVULI VAGINALI 10PZ,1,0.33,5,0,4.00,0,SPINGI_vende_rete15g
Papa,924847231,AMINOGAM SPRAY 15ML,1,0.33,7,0,1.00,0,SPINGI_vende_rete15g
Papa,944631706,G OUD BURRO PROFUMATO CRP200ML,1,0.33,7,0,0,0,VALUTA_taglio
Papa,985600129,VEBIX PHYTAMIN PA Repair Viso,1,0.33,7,0,1.00,0,SPINGI_vende_rete15g
Papa,944324223,TOPIKA PASTA ALL'ACQUA 250ML,1,0.33,5,0,1.00,0,SPINGI_vende_rete15g
Papa,934625056,MELAXINA T GOCCE 30ML,1,0.33,21,0,0,0,VALUTA_taglio
Papa,030353015,MISTICK ANTISTAMINICO MV*2% CR,1,0.33,5,1,1.00,0,SPINGI_vende_rete15g
Papa,930533308,SENSOVIT 30CPR,1,0.33,99,0,0,0,VALUTA_taglio
Papa,026045029,CANESTEN UNIDIE*CREMA 30G 1%,1,0.33,9,1,4.00,15,SPINGI_vende_rete15g
Papa,990064848,DIMAFLOREN 10FL 10ML,1,0.33,13,0,6.00,0,SPINGI_vende_rete15g
Papa,924924588,MAGNESIO E POTASSIO CREAT 14BU,1,0.33,7,0,3.00,0,SPINGI_vende_rete15g
Papa,985661507,MAGNESIONORM 14BUST,1,0.33,5,0,0,58,CARRELLO
Papa,924924830,ARIFER PLUS 30CPS,1,0.33,5,0,3.00,0,SPINGI_vende_rete15g
Papa,985661519,FERRONORM 30CPS,1,0.33,5,0,0,0,VALUTA_taglio
Papa,985823071,REVISION 30CPS,1,0.33,4,0,0,0,VALUTA_taglio
Papa,104687227,VECTRA 3D*3PIP >40KG ROSSO,1,0.33,9,0,3.00,0,SPINGI_vende_rete15g
Papa,944166103,NANCARE FLORA EQUILIBRIUM 20BS,1,0.33,6,0,2.00,0,SPINGI_vende_rete15g
Papa,102240025,LEN*20CPR 160MG CANI-GATTI,1,0.33,99,0,0,2,CARRELLO
Papa,935057428,"BIOKAP NUTRIC 8,0 BIO CHIARO",1,0.33,99,0,0,0,VALUTA_taglio
Papa,930650320,DOA ATTIVA SOLUZIONE DET 200ML,1,0.33,3,1,2.00,0,SPINGI_vende_rete15g
Papa,990460545,GASTRIK PET SOSPENSIONE 60 ML,1,0.33,7,0,0,0,VALUTA_taglio
Papa,934638127,ALKAGIN DET INT LEN ALC 250ML,1,0.33,5,0,1.00,0,SPINGI_vende_rete15g
Papa,925234647,VALVOLA CATET DREN UR SACCA,1,0.33,6,0,0,0,VALUTA_taglio
Papa,018610067,CARNITENE*10CPR MAST 1G,1,0.33,8,0,1.00,25,SPINGI_vende_rete15g
Papa,925391308,FLEBOMIX 1000MG 30CPR,1,0.33,19,0,3.00,8,SPINGI_vende_rete15g
Papa,985830518,SOFFISOF C PANN RET C/BAR 30PZ,1,0.33,6,0,10.00,0,SPINGI_vende_rete15g
Papa,944162256,RIPRISTIN OTO GEL 20ML,1,0.33,2,0,0,0,VALUTA_taglio
Papa,930869060,FERFOLIN C 30CPS,1,0.33,12,0,3.00,0,SPINGI_vende_rete15g
Papa,990542680,GRANIBUONI Freselle Grano Saraceno,1,0.33,1,0,0,0,VALUTA_taglio
Papa,988066890,IDRASTIN CREMA MULTIATTIVA75ML,1,0.33,8,0,1.00,21,SPINGI_vende_rete15g
Papa,925826036,THERAMICOTIC SHAMPOO 200ML,1,0.33,15,0,0,0,VALUTA_taglio
Papa,938795921,GLUCOLAB AC GLICEMIA 25STR,1,0.33,9,0,0,0,VALUTA_taglio
Papa,925831962,"VISIODORON MALVA 20MONODX0,4ML",1,0.33,9,0,2.00,0,SPINGI_vende_rete15g
Papa,989370539,TRIDERM AD CREMA DET 490ML,1,0.33,7,0,0,0,VALUTA_taglio
Papa,938656891,MULTICENTRUM ADULTI 30CPR,1,0.33,5,7,1.00,0,SPINGI_vende_rete15g
Papa,925832343,N5 AR ALIM DIET LATTANTI 400G,1,0.33,4,0,0,38,CARRELLO
Papa,988107482,CH GIOCO UNICORNO GONFIABILE,1,0.33,6,0,0,0,VALUTA_taglio
Papa,938132192,GASTROTUSS ANTIREFLUSSO 30CPR,1,0.33,8,0,3.00,0,SPINGI_vende_rete15g
Papa,925833105,LAUFWUNDER CR PELLI SCREP 75ML,1,0.33,13,0,1.00,0,SPINGI_vende_rete15g
Papa,926054127,MERIDOL WHITENING DENTIF 75ML,1,0.33,5,4,0,0,VALUTA_taglio
Papa,936048180,EUPH COLORPRO XD900 BI CHS,1,0.33,3,8,0,0,VALUTA_taglio
Papa,936048178,EUPH COLORPRO XD830 BIO DO,1,0.33,2,8,0,0,VALUTA_taglio
Papa,936005382,BALAMAL GEL SAPONE INTIMO250ML,1,0.33,99,0,0,0,VALUTA_taglio
Papa,934759539,PSYLLOGEL MEGAFERMENTI 24 ACE,1,0.33,6,5,1.00,13,SPINGI_vende_rete15g
Papa,989039742,DECUVIA Pasta 250ml,1,0.33,6,0,0,14,CARRELLO
Papa,926058658,KRIOIL 30CPS,1,0.33,6,0,0,0,VALUTA_taglio
Papa,930890850,SOLIVEN CREMA BIOSLINE 100ML,1,0.33,11,0,2.00,0,SPINGI_vende_rete15g
Papa,988124172,REPY GEL 30ML NF,1,0.33,9,0,0,0,VALUTA_taglio
Papa,933632186,SEMI DI CHIA BIO 400G,1,0.33,4,0,1.00,0,SPINGI_vende_rete15g
Papa,943372843,PRINCIPIUM B12 1000 60CPR SUBL,1,0.33,9,0,4.00,36,SPINGI_vende_rete15g
Papa,989414659,MASUROTA JUNIOR 14BUST,1,0.33,6,0,0,0,VALUTA_taglio
Papa,930960113,BETOTAL BODY PLUS 20BUST,1,0.33,7,11,10.00,30,SPINGI_vende_rete15g
Papa,935937110,LONGLIFE INULINA POWDER 240G,1,0.33,99,0,0,0,VALUTA_taglio
Papa,989367204,VITAMINDERMINA*Pol v.Mentolo,1,0.33,6,0,1.00,0,SPINGI_vende_rete15g
Papa,042360040,PARACETAMOLO SAND*20CPR 500MG,1,0.33,4,0,4.00,6,SPINGI_vende_rete15g
Papa,943368148,NEVRALCAR DUO 60CPR DEGLUT,1,0.33,9,0,3.00,0,SPINGI_vende_rete15g
Papa,038396040,IMODIUM*8CPS 2MG,1,0.33,2,0,1.00,18,SPINGI_vende_rete15g
Papa,034522019,"DUOFILM*COLLODIO 15ML16,7%+15%",1,0.33,20,0,0,0,VALUTA_taglio
Papa,926194465,SEMI DI LINO MACINATI 200G,1,0.33,99,0,0,0,VALUTA_taglio
Papa,935813764,ITRANOX GTT OTOLOGICHE 10ML,1,0.33,20,0,1.00,0,SPINGI_vende_rete15g
Papa,990548606,URGOTUL 15X20CM 3PZ,1,0.33,12,0,0,0,VALUTA_taglio
Papa,985992383,DERMACOTONE SPUGNA MARINA,1,0.33,5,0,0,9,CARRELLO
Papa,935790701,M-AID ROLLFLEX A-STOP M10X10CM,1,0.33,8,0,0,0,VALUTA_taglio
Papa,931001465,ZER% GLUTINE PENNE RISO BIO,1,0.33,4,0,5.00,0,SPINGI_vende_rete15g
Papa,935789735,XNERV 24CPR,1,0.33,6,0,27.00,17,SPINGI_vende_rete15g
Papa,931025605,PUMILENE GOLA MIELE/LIM 24PAST,1,0.33,5,0,0,0,VALUTA_taglio
Papa,926239447,OVERVIST 30CPS,1,0.33,7,0,0,0,VALUTA_taglio
Papa,931032484,GINEDIE CAPSULE VAGINALI 8PZ,1,0.33,7,0,1.00,0,SPINGI_vende_rete15g
Papa,049385026,"ROZEX*CREMA DERM 50G 0,75%",1,0.33,1,0,7.00,0,SPINGI_vende_rete15g
Papa,926461841,MTS11 HERICIUM GOCCE 20ML,1,0.33,7,0,0,0,VALUTA_taglio
Papa,943294746,TENDISULFUR RUN 14BUST,1,0.33,8,0,0,24,CARRELLO
Papa,987294764,MICRONIL DOL 30CPR,1,0.33,7,0,3.00,0,SPINGI_vende_rete15g
Papa,931052500,XVENO 30CPR,1,0.33,15,0,4.00,0,SPINGI_vende_rete15g
Papa,943251761,AFOMILL ANTIARROSSAMENTO SC10M,1,0.33,2,18,0,0,VALUTA_taglio
Papa,023399013,GINETANTUM*10BUST VAG 500MG,1,0.33,11,1,0,16,CARRELLO
Papa,935753400,TAUMAG FORTE 50G,1,0.33,99,0,0,0,VALUTA_taglio
Papa,931070421,PROVASEN 20CPR,1,0.33,5,0,0,0,VALUTA_taglio
Papa,935768693,NUTRIREGULAR NAUXEN 20CPR,1,0.33,9,0,0,0,VALUTA_taglio
Papa,989409154,ISOMAR SPRAY NO GAS BABY 30ML,1,0.33,10,0,0,0,VALUTA_taglio
Papa,986895466,EKEEP H3 Malleokeep Cavigl.St.2,1,0.33,7,0,0,0,VALUTA_taglio
Papa,934317443,CALMADOL CUSCINETTO CALDO-FRED,1,0.33,4,4,1.00,30,SPINGI_vende_rete15g
Papa,987331105,APROTEN Pasta Linguine Promo 500g,1,0.33,99,0,0,0,VALUTA_taglio
Papa,023703010,MECLON*10 OVULI VAG 100+500MG,1,0.33,7,1,6.00,14,SPINGI_vende_rete15g
Papa,987336450,GIBAUD GINOCCH COT SOT BEI 2,1,0.33,13,0,1.00,0,SPINGI_vende_rete15g
Papa,935293872,PSORAXIL ORO 30CPR,1,0.33,8,0,2.00,0,SPINGI_vende_rete15g
Papa,031103017,ZOLFO E POTASSIO CARBONATO*UNG,1,0.33,2,0,0,0,VALUTA_taglio
Papa,942813825,HYLO DUAL 10ML,1,0.33,27,0,3.00,16,SPINGI_vende_rete15g
Papa,935520039,LIGADOL EVO 20BUST,1,0.33,16,0,1.00,0,SPINGI_vende_rete15g
Papa,986000406,ALLTEST Test Streptococco 20pz,1,0.33,4,0,0,18,CARRELLO
Papa,986005460,ELIVID 60CPR,1,0.33,3,0,0,88,CARRELLO
Papa,987388461,BORAL Ace Spray Auric.100ml,1,0.33,5,0,1.00,0,SPINGI_vende_rete15g
Papa,931079065,BETOTAL MIND PLUS 20BUST,1,0.33,7,6,6.00,27,SPINGI_vende_rete15g
Papa,987390059,NEFRORENAL 100ml,1,0.33,6,0,0,0,VALUTA_taglio
Papa,926558685,COPRISONDA PIC VAG-RET 144PZ,1,0.33,5,0,0,0,VALUTA_taglio
Papa,931091540,MIGRASOLL 30BUST,1,0.33,6,0,8.00,0,SPINGI_vende_rete15g
Papa,987409000,ECHIPREVENT 20STICK PACK,1,0.33,3,0,0,0,VALUTA_taglio
Papa,989315080,Tonokoll 30f,1,0.33,2,0,5.00,0,SPINGI_vende_rete15g
Papa,942732583,VITIALGIN 1030MG 60PRL,1,0.33,9,0,0,11,CARRELLO
Papa,986012134,TUAMEMOR 15FL 10ML,1,0.33,12,0,0,0,VALUTA_taglio
Papa,935479244,COLEPAN FAST 20CPR,1,0.33,6,0,0,0,VALUTA_taglio
Papa,926739160,LIPOCOL PLUS 30CPR,1,0.33,12,0,9.00,0,SPINGI_vende_rete15g
Papa,934825249,MULTICENTRUM MAMMA 30CPR,1,0.33,15,1,3.00,11,SPINGI_vende_rete15g
Papa,987417060,CREATINE 300G,1,0.33,9,0,0,0,VALUTA_taglio
Papa,926819133,OLIPROST 30PRL,1,0.33,6,0,0,0,VALUTA_taglio
Papa,046444016,ASPIGOLADOLACT*SPRAY 15ML,1,0.33,10,8,2.00,0,SPINGI_vende_rete15g
Papa,989399100,NEOVIGOR 15BUST,1,0.33,3,0,0,0,VALUTA_taglio
Papa,990643696,DERMACOTONE Ades.Citron.48pz,1,0.33,6,0,0,0,VALUTA_taglio
Papa,926988080,CER PIC CLASSIC STR 10X8CM 10P,1,0.33,5,8,0,0,VALUTA_taglio
Papa,934869658,SELIMA 30CPR,1,0.33,9,0,2.00,0,SPINGI_vende_rete15g
Papa,941811046,VENOPLUS UNILEN 30CPR,1,0.33,5,0,0,0,VALUTA_taglio
Papa,941693691,VITACALM TUTTA NOTTE F/R 30CPR,1,0.33,99,0,0,0,VALUTA_taglio
Papa,032036028,"BROXODIN*COLLUT 250ML 0,2%",1,0.33,9,0,2.00,0,SPINGI_vende_rete15g
Papa,986956629,PHYTO COL BARRIERA 20CPR,1,0.33,10,0,0,0,VALUTA_taglio
Papa,927046565,ELMEX SENSITIVE COLLUT 400ML,1,0.33,9,19,16.00,0,SPINGI_vende_rete15g
Papa,986079578,PANTASLIM COLLANT TRATT KIT 4P,1,0.33,10,0,2.00,0,SPINGI_vende_rete15g
